TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
    57       2   1.23233869e-03   3.78810487e-02  
    57       3   1.65660317e-04   1.89515420e-02  
    57       4   9.63339982e-05   2.21238610e-03  
    57       5   2.90358505e-05   1.37781352e-03  
    57       6   8.59451982e-06   5.90933677e-04  
    57       7   4.10492846e-06   1.08532836e-04  
    57       8   1.56923361e-06   1.39903708e-05  
    57       9   4.46509684e-07   3.63690109e-05  
    58       1   6.72174153e-02   9.87880166e-01  
    58       2   8.83286027e-04   4.29261358e-02  
    58       3   9.31317742e-05   1.03738145e-02  
    58       4   5.56634389e-05   2.12385106e-04  
    58       5   8.20326587e-06   2.07293129e-03  
    58       6   3.58185555e-06   1.09846142e-04  
    58       7   1.62915067e-06   5.71280096e-05  
    58       8   5.84769126e-07   1.11889379e-05  
    59       1   6.92520170e-02   9.92028662e-01  
    59       2   8.97101709e-04   2.66427412e-02  
    59       3   9.07859948e-05   9.56215295e-03  
    59       4   3.86814711e-05   2.07043766e-04  
    59       5   7.76061194e-06   5.03095096e-04  
    59       6   2.85309566e-06   1.40676490e-04  
    59       7   1.00729814e-06   3.18071629e-05  
    59       8   4.13816984e-07   3.94861432e-05  
    60       1   7.10841814e-02   9.96490832e-01  
    60       2   9.95672422e-04   3.22350861e-02  
    60       3   1.44873944e-04   4.88323258e-03  
    60       4   6.06906596e-05   1.42278454e-03  
    60       5   2.25513286e-05   1.40051646e-03  
    60       6   6.92880795e-06   8.67600766e-04  
    60       7   3.42817943e-06   2.40804190e-04  
    60       8   1.41789251e-06   3.08037702e-05  
    60       9   4.82525614e-07   2.39711344e-05  
    61       1   7.26440266e-02   1.00115549e+00  
    61       2   1.08314125e-03   2.02489001e-02  
    61       3   9.33699648e-05   5.67536863e-03  
    61       4   4.45452204e-05   4.96420059e-03  
    61       5   1.89386585e-05   1.18804016e-04  
    61       6   4.44317326e-06   1.18096347e-04  
    61       7   1.71625092e-06   1.18348311e-04  
    61       8   5.49316760e-07   4.96050060e-05  
    62       1   7.38670088e-02   1.00588604e+00  
    62       2   1.11540178e-03   3.40913780e-02  
    62       3   7.01688751e-05   1.72504763e-03  
    62       4   2.58084125e-05   9.94126464e-04  
    62       5   9.95338755e-06   1.02422890e-04  
    62       6   2.65822239e-06   1.54790664e-04  
    62       7   1.18738713e-06   3.58154525e-05  
    62       8   4.38848305e-07   1.89265414e-05  
    63       1   7.46999281e-02   1.01053888e+00  
    63       2   1.13980555e-03   3.87633098e-02  
    63       3   1.22509036e-04   1.50039338e-02  
    63       4   5.25270064e-05   2.00425307e-04  
    63       5   1.26169863e-05   7.70468737e-04  
    63       6   5.25107174e-06   1.05466848e-04  
    63       7   2.84664105e-06   3.06756531e-04  
    63       8   1.14708112e-06   6.87373058e-05  
    63       9   4.27812964e-07   4.08242520e-05  
    64       1   7.51033074e-02   1.01497193e+00  
    64       2   1.08796343e-03   2.37135966e-02  
    64       3   1.51990247e-04   3.11739038e-02  
    64       4   9.62024122e-05   1.22194267e-02  
    64       5   3.89483682e-05   4.17570320e-03  
    64       6   1.66946701e-05   1.12773161e-03  
    64       7   6.76613142e-06   3.20959014e-04  
    64       8   3.49019375e-06   1.46042737e-04  
    64       9   1.02497476e-06   2.68105415e-05  
    64      10   4.20689626e-07   8.64338667e-06  
    65       1   7.50553025e-02   1.01906647e+00  
    65       2   1.11059315e-03   1.16758437e-02  
    65       3   7.45587170e-05   6.98041437e-03  
    65       4   5.34344719e-05   4.10565656e-03  
    65       5   2.05077933e-05   2.05440108e-03  
    65       6   6.06466922e-06   5.49887326e-04  
    65       7   2.48921385e-06   1.00686190e-04  
    65       8   1.14111159e-06   2.48044006e-05  
    65       9   3.62499770e-07   1.88983461e-05  
    66       1   7.45530662e-02   1.02273285e+00  
    66       2   9.76197301e-04   1.79368009e-02  
    66       3   1.03169145e-04   1.58565778e-02  
    66       4   6.32063836e-05   1.34979421e-03  
    66       5   1.88152615e-05   1.25433316e-04  
    66       6   5.21550318e-06   3.54186288e-04  
    66       7   2.43312155e-06   8.50665266e-05  
    66       8   8.78795727e-07   3.27203147e-05  
    67       1   7.36162258e-02   1.02590297e+00  
    67       2   9.53259491e-04   1.62690118e-02  
    67       3   8.30703886e-05   1.67023650e-02  
    67       4   3.79462119e-05   3.34664840e-04  
    67       5   1.02575885e-05   1.01314378e-03  
    67       6   4.93805294e-06   7.74259839e-05  
    67       7   2.11488487e-06   1.28315300e-04  
    67       8   7.70942410e-07   3.92596857e-05  
    68       1   7.22754838e-02   1.02855753e+00  
    68       2   1.04380578e-03   3.01702831e-02  
    68       3   9.48761800e-05   1.94058650e-02  
    68       4   5.73003217e-05   2.35595058e-03  
    68       5   2.00220639e-05   8.04078271e-04  
    68       6   8.46523274e-06   2.92741818e-04  
    68       7   2.81055962e-06   1.50562396e-04  
    68       8   1.32893554e-06   3.29280706e-05  
    68       9   5.64414253e-07   3.89135549e-05  
    69       1   7.05857160e-02   1.03068881e+00  
    69       2   9.54759427e-04   2.97069080e-02  
    69       3   7.33895814e-05   3.36131985e-03  
    69       4   3.91439819e-05   1.46277397e-03  
    69       5   1.31987256e-05   9.27394820e-04  
    69       6   5.65746878e-06   1.54415141e-04  
    69       7   2.04086151e-06   1.65486935e-04  
    69       8   8.89603692e-07   4.66324956e-05  
    70       1   6.86045687e-02   1.03232500e+00  
    70       2   1.05117523e-03   2.55398056e-02  
    70       3   8.92231651e-05   4.60744187e-03  
    70       4   3.55528880e-05   7.40369043e-04  
    70       5   1.33549874e-05   8.32149788e-04  
    70       6   4.64912922e-06   3.64885792e-05  
    70       7   1.67045706e-06   1.65306530e-04  
    70       8   6.80288219e-07   6.77536366e-05  
    71       1   6.63982425e-02   1.03350385e+00  
    71       2   1.17572631e-03   3.64120782e-02  
    71       3   1.21563480e-04   1.38544309e-02  
    71       4   5.10326156e-05   1.35400137e-03  
    71       5   2.35196288e-05   9.05420995e-04  
    71       6   7.46230491e-06   1.80621237e-04  
    71       7   3.17519972e-06   7.96582978e-05  
    71       8   1.32849322e-06   3.64309389e-05  
    71       9   5.42749542e-07   3.09104215e-05  
    72       1   6.40328373e-02   1.03428077e+00  
    72       2   1.25181693e-03   2.80501886e-02  
    72       3   7.22323375e-05   1.50080031e-03  
    72       4   2.44177911e-05   5.97280620e-04  
    72       5   1.06395234e-05   5.83922059e-04  
    72       6   3.64004134e-06   3.72962327e-04  
    72       7   1.61111213e-06   9.73515249e-05  
    72       8   7.69275541e-07   2.46459505e-05  
    73       1   6.15816751e-02   1.03470280e+00  
    73       2   1.23380027e-03   2.39656944e-02  
    73       3   7.33998224e-05   6.73491280e-03  
    73       4   4.59254391e-05   2.07634693e-03  
    73       5   1.41408376e-05   1.36744915e-03  
    73       6   6.43132413e-06   8.29325598e-04  
    73       7   2.53982382e-06   4.89726982e-05  
    73       8   9.18628095e-07   3.51821087e-05  
    74       1   5.91113320e-02   1.03482214e+00  
    74       2   1.16331894e-03   2.52094376e-02  
    74       3   1.36247117e-04   2.61513453e-02  
    74       4   5.97521142e-05   4.65577284e-04  
    74       5   1.53871272e-05   2.85392831e-04  
    74       6   4.97801474e-06   3.03804329e-04  
    74       7   2.30601507e-06   1.13931598e-04  
    74       8   1.00511633e-06   1.98517025e-05  
    74       9   4.22237921e-07   2.56954413e-05  
    75       1   5.66857387e-02   1.03468685e+00  
    75       2   1.05685953e-03   2.09920917e-02  
    75       3   9.60811147e-05   6.39094545e-03  
    75       4   4.51489836e-05   1.08390225e-03  
    75       5   1.77357482e-05   1.76161556e-04  
    75       6   4.59901808e-06   1.98304712e-04  
    75       7   2.04606978e-06   1.36892103e-04  
    75       8   8.05598012e-07   6.08879904e-05  
    76       1   5.43608110e-02   1.03435113e+00  
    76       2   1.08692924e-03   2.34853488e-02  
    76       3   8.57542092e-05   1.63743501e-02  
    76       4   2.91294988e-05   3.39810736e-03  
    76       5   1.85990270e-05   1.13172404e-03  
    76       6   5.72373991e-06   4.62191534e-04  
    76       7   2.84207733e-06   1.73932190e-05  
    76       8   1.00096966e-06   3.99217668e-05  
    76       9   4.20167080e-07   1.67980229e-05  
    77       1   5.21907253e-02   1.03385927e+00  
    77       2   1.09920304e-03   2.28228711e-02  
    77       3   6.11239690e-05   7.77179444e-03  
    77       4   3.25626183e-05   1.77621010e-03  
    77       5   1.45425938e-05   7.09959086e-04  
    77       6   5.66514328e-06   1.53569536e-04  
    77       7   2.41892861e-06   2.89570586e-05  
    77       8   8.38376345e-07   4.31438662e-05  
    78       1   5.02242975e-02   1.03323631e+00  
    78       2   1.19794862e-03   3.40684599e-02  
    78       3   1.33796638e-04   1.50837904e-02  
    78       4   5.73342166e-05   5.46070281e-03  
    78       5   2.35243530e-05   5.01946904e-04  
    78       6   6.14866663e-06   1.23878231e-04  
    78       7   2.75347669e-06   7.74624224e-05  
    78       8   9.23917040e-07   9.96007375e-05  
    79       1   4.84983888e-02   1.03252940e+00  
    79       2   1.13543720e-03   1.52074039e-02  
    79       3   5.60781519e-05   3.60208877e-02  
    79       4   3.46760082e-05   5.93109911e-03  
    79       5   2.06583999e-05   7.84736717e-04  
    79       6   7.84624448e-06   2.36565812e-04  
    79       7   3.36991381e-06   1.41959442e-04  
    79       8   1.35719909e-06   2.59311882e-05  
    79       9   6.28732556e-07   2.67143621e-05  
    80       1   4.70487510e-02   1.03174521e+00  
    80       2   1.33169250e-03   3.58504455e-02  
    80       3   1.50526432e-04   1.88813990e-02  
    80       4   6.33621867e-05   4.41883859e-03  
    80       5   2.16741426e-05   2.23269337e-03  
    80       6   7.81551768e-06   3.12672250e-04  
    80       7   3.03162096e-06   1.49986268e-04  
    80       8   1.29157347e-06   8.26469470e-05  
    80       9   5.30829322e-07   1.75540985e-05  
    81       1   4.58932943e-02   1.03091767e+00  
    81       2   1.10007173e-03   3.35778863e-02  
    81       3   1.30906908e-04   3.63880744e-02  
    81       4   6.48298997e-05   6.44922276e-03  
    81       5   2.88378284e-05   1.19369625e-03  
    81       6   1.02465959e-05   4.80047052e-04  
    81       7   3.91643247e-06   3.18323603e-04  
    81       8   1.98106668e-06   2.24034548e-04  
    81       9   7.33322003e-07   9.33611126e-05  
    82       1   4.50428453e-02   1.03006130e+00  
    82       2   1.14582957e-03   2.79982367e-02  
    82       3   6.63986615e-05   1.97921964e-02  
    82       4   3.20880450e-05   4.30678419e-03  
    82       5   1.86073400e-05   1.67937783e-03  
    82       6   7.45827917e-06   8.20422155e-04  
    82       7   3.09891900e-06   1.02903163e-04  
    82       8   1.27640037e-06   5.69138799e-05  
    82       9   4.68210536e-07   9.30328188e-06  
    83       1   4.44904333e-02   1.02919956e+00  
    83       2   1.11956375e-03   1.87630962e-02  
    83       3   7.19562734e-05   3.30247024e-02  
    83       4   4.02486623e-05   3.92483608e-03  
    83       5   2.00037264e-05   6.45374046e-04  
    83       6   6.21552401e-06   4.68377824e-04  
    83       7   2.69942092e-06   1.55718990e-04  
    83       8   9.68449986e-07   1.14520820e-04  
    84       1   4.42307932e-02   1.02832747e+00  
    84       2   1.01197041e-03   1.53456855e-02  
    84       3   5.83671726e-05   1.47481722e-02  
    84       4   3.08925019e-05   2.96756312e-03  
    84       5   1.60595815e-05   1.95787356e-03  
    84       6   6.35916673e-06   7.30663164e-04  
    84       7   2.06009138e-06   6.56449066e-05  
    84       8   7.32040914e-07   3.18380060e-05  
    85       1   4.42323835e-02   1.02746967e+00  
    85       2   1.01597624e-03   1.42986803e-02  
    85       3   4.03945543e-05   6.51774347e-03  
    85       4   2.20873381e-05   2.76405979e-03  
    85       5   8.50688795e-06   1.81914502e-04  
    85       6   3.73003287e-06   3.63721189e-04  
    85       7   1.21205838e-06   1.86884391e-05  
    85       8   4.16340614e-07   4.53913522e-06  
    86       1   4.44687082e-02   1.02662221e+00  
    86       2   1.15513079e-03   2.10837792e-02  
    86       3   6.24677625e-05   2.30263233e-02  
    86       4   3.92340093e-05   5.45348787e-03  
    86       5   1.97341063e-05   1.18511633e-03  
    86       6   6.79633508e-06   7.70720254e-05  
    86       7   2.15405551e-06   5.21731058e-05  
    86       8   1.06002371e-06   5.53775239e-05  
    86       9   4.16705762e-07   2.57620506e-06  
    87       1   4.49047166e-02   1.02578941e+00  
    87       2   1.32581324e-03   2.11730715e-02  
    87       3   6.90269777e-05   1.23170843e-03  
    87       4   2.52551650e-05   1.41403348e-03  
    87       5   1.10001815e-05   7.10295984e-04  
    87       6   4.31103652e-06   4.65851653e-04  
    87       7   2.37346272e-06   2.16032529e-04  
    87       8   8.64379337e-07   4.42151185e-05  
    88       1   4.55018639e-02   1.02497340e+00  
    88       2   1.14031796e-03   2.02503753e-02  
    88       3   5.76671393e-05   1.03705809e-02  
    88       4   2.57973286e-05   3.26010402e-03  
    88       5   1.07534648e-05   6.18763436e-04  
    88       6   4.22750283e-06   4.08481952e-05  
    88       7   1.06969379e-06   6.06746099e-05  
    88       8   4.83398323e-07   7.32397733e-06  
    89       1   4.62200207e-02   1.02418018e+00  
    89       2   1.16831212e-03   2.26317457e-02  
    89       3   6.75113138e-05   8.35341571e-03  
    89       4   2.32346684e-05   8.26206675e-04  
    89       5   1.01261637e-05   2.09730073e-04  
    89       6   3.65125330e-06   8.40642651e-05  
    89       7   1.47365395e-06   7.19481629e-05  
    89       8   5.90884033e-07   2.21989241e-05  
    90       1   4.70293572e-02   1.02340259e+00  
    90       2   1.26130425e-03   3.49349225e-02  
    90       3   4.32923133e-05   2.01900142e-03  
    90       4   2.11180863e-05   1.79491634e-03  
    90       5   8.33157945e-06   7.28984851e-05  
    90       6   2.32358446e-06   8.84586642e-05  
    90       7   1.08501143e-06   2.38758416e-05  
    90       8   4.32515992e-07   5.20341618e-06  
    91       1   4.78953992e-02   1.02264429e+00  
    91       2   1.12455414e-03   3.63382086e-02  
    91       3   8.67537538e-05   9.05559756e-03  
    91       4   4.16172241e-05   1.53075277e-03  
    91       5   1.50251281e-05   5.24034507e-04  
    91       6   5.67702262e-06   8.40914802e-05  
    91       7   2.06587339e-06   1.90872215e-04  
    91       8   7.47612157e-07   5.51051095e-05  
    92       1   4.87980833e-02   1.02189790e+00  
    92       2   1.30196210e-03   4.08068761e-02  
    92       3   1.30243095e-04   2.01128096e-02  
    92       4   7.05733844e-05   3.29312901e-03  
    92       5   2.52212956e-05   2.07741240e-03  
    92       6   9.13132506e-06   8.18349133e-04  
    92       7   4.47507281e-06   3.25470091e-04  
    92       8   2.32938149e-06   8.60425816e-05  
    92       9   8.87248413e-07   1.51303762e-05  
    93       1   4.97131547e-02   1.02116749e+00  
    93       2   1.06038577e-03   2.93579027e-02  
    93       3   6.04841037e-05   6.69218144e-03  
    93       4   3.26571771e-05   3.01776901e-03  
    93       5   1.18947235e-05   1.09011466e-03  
    93       6   4.74097292e-06   6.02663580e-05  
    93       7   1.60863342e-06   6.56663894e-05  
    93       8   5.74197888e-07   3.13722849e-05  
    94       1   5.06347819e-02   1.02044387e+00  
    94       2   1.21202504e-03   3.10631999e-02  
    94       3   8.76021754e-05   1.96046218e-02  
    94       4   4.47370583e-05   2.68276633e-04  
    94       5   9.88423207e-06   1.48817377e-03  
    94       6   3.61702275e-06   5.58853724e-04  
    94       7   1.65947118e-06   5.40032525e-05  
    94       8   5.98060581e-07   4.16542397e-05  
    95       1   5.15557460e-02   1.01972832e+00  
    95       2   1.21115483e-03   3.54570744e-02  
    95       3   7.78148164e-05   2.45177687e-02  
    95       4   4.21487210e-05   3.06015401e-03  
    95       5   1.73581457e-05   3.37313653e-04  
    95       6   5.84944319e-06   4.77165111e-04  
    95       7   2.66833459e-06   1.82996308e-04  
    95       8   1.01180261e-06   1.16255241e-05  
    95       9   3.29298852e-07   9.86226028e-06  
    96       1   5.24865196e-02   1.01901044e+00  
    96       2   1.41568729e-03   3.59363650e-02  
    96       3   7.79880367e-05   1.88278358e-02  
    96       4   2.86564976e-05   2.21344877e-03  
    96       5   1.32682347e-05   2.95006964e-04  
    96       6   3.49087072e-06   7.13216327e-05  
    96       7   1.30275382e-06   3.25990112e-05  
    96       8   3.50716486e-07   9.64274449e-06  
    97       1   5.34383466e-02   1.01829065e+00  
    97       2   1.53963793e-03   2.95454533e-02  
    97       3   6.83839814e-05   2.03537800e-03  
    97       4   3.08675439e-05   1.53547751e-03  
    97       5   1.29193913e-05   1.05352354e-03  
    97       6   5.16886596e-06   3.38916090e-04  
    97       7   2.08680109e-06   1.30416359e-05  
    97       8   5.59316642e-07   2.23718344e-05  
    98       1   5.44332113e-02   1.01756399e+00  
    98       2   1.51559127e-03   2.65132561e-02  
    98       3   5.93360411e-05   1.54918927e-02  
    98       4   2.84977415e-05   4.13821349e-04  
    98       5   9.67660919e-06   3.90473822e-04  
    98       6   3.85688366e-06   4.92672465e-05  
    98       7   1.35503209e-06   8.70231997e-05  
    98       8   5.77883592e-07   4.31537313e-06  
    99       1   5.55057829e-02   1.01682502e+00  
    99       2   1.57016828e-03   2.60046145e-02  
    99       3   7.13786237e-05   1.16441269e-02  
    99       4   3.01551526e-05   4.90116338e-04  
    99       5   1.16032188e-05   1.68352935e-03  
    99       6   4.90810970e-06   5.76287179e-04  
    99       7   2.31711366e-06   2.19290437e-04  
    99       8   8.44780349e-07   2.14913044e-05  
   100       1   5.66956799e-02   1.01607159e+00  
   100       2   1.54779368e-03   1.90940999e-02  
   100       3   7.01036412e-05   2.75906496e-02  
   100       4   3.57639442e-05   2.70565610e-03  
   100       5   1.64734265e-05   1.51346540e-03  
   100       6   4.57956117e-06   4.34632068e-04  
   100       7   2.28325544e-06   9.66280949e-05  
   100       8   9.91948174e-07   1.83109890e-05  
   101       1   5.80580231e-02   1.01529718e+00  
   101       2   1.67922181e-03   1.28518824e-02  
   101       3   4.27581838e-05   2.20253163e-02  
   101       4   2.91748718e-05   6.08987282e-04  
   101       5   1.15211963e-05   7.30342507e-04  
   101       6   4.46315701e-06   4.65493778e-05  
   101       7   1.63044117e-06   1.74534468e-04  
   101       8   6.50340585e-07   7.49553411e-06  
   102       1   5.96498126e-02   1.01450100e+00  
   102       2   1.72840273e-03   7.26291808e-03  
   102       3   4.82871209e-05   3.10568678e-02  
   102       4   3.90855890e-05   4.12493961e-03  
   102       5   1.54419810e-05   4.09502345e-04  
   102       6   4.97659678e-06   2.82343431e-04  
   102       7   2.57090899e-06   1.71411386e-04  
   102       8   1.04818202e-06   8.45423102e-05  
   102       9   5.35932282e-07   2.32508072e-05  
   103       1   6.15415908e-02   1.01367822e+00  
   103       2   1.59687975e-03   7.48092967e-03  
   103       3   5.91357818e-05   3.76134147e-03  
   103       4   4.52278039e-05   2.25803878e-03  
   103       5   1.34730716e-05   1.27638714e-03  
   103       6   6.87312495e-06   2.42554730e-04  
   103       7   2.39762606e-06   2.49509546e-04  
   103       8   9.96025035e-07   3.15348158e-05  
   104       1   6.38169493e-02   1.01282314e+00  
   104       2   1.69663271e-03   8.07523968e-03  
   104       3   4.67909137e-05   2.05661521e-02  
   104       4   4.58618303e-05   5.99418634e-03  
   104       5   1.59059891e-05   2.36718806e-03  
   104       6   6.68651171e-06   1.39003182e-04  
   104       7   2.86958031e-06   4.84641749e-05  
   104       8   1.28017293e-06   1.35510195e-05  
   104       9   4.81623959e-07   8.56175304e-06  
   105       1   6.65588268e-02   1.01193669e+00  
   105       2   1.84385127e-03   7.09910047e-03  
   105       3   4.81480887e-05   1.81136313e-03  
   105       4   3.54525877e-05   2.40644233e-03  
   105       5   1.74632696e-05   5.17291827e-04  
   105       6   7.06199338e-06   5.60936597e-04  
   105       7   2.85162008e-06   8.79287341e-05  
   105       8   1.35753035e-06   1.48446574e-04  
   105       9   6.12621728e-07   2.51500393e-05  
   106       1   6.98688630e-02   1.01101246e+00  
   106       2   1.82326463e-03   8.52828621e-03  
   106       3   4.74399541e-05   9.89801257e-03  
   106       4   3.77994871e-05   1.27085062e-03  
   106       5   1.22624781e-05   1.16328687e-03  
   106       6   6.65450420e-06   4.00363020e-04  
   106       7   2.59368644e-06   1.22699867e-04  
   106       8   9.82951213e-07   1.72394133e-05  
   107       1   7.38561407e-02   1.01004983e+00  
   107       2   1.98672679e-03   9.53661535e-03  
   107       3   4.10680362e-05   2.57870651e-02  
   107       4   3.45339606e-05   9.16421070e-03  
   107       5   1.22948811e-05   3.02583277e-04  
   107       6   5.15326957e-06   1.44686635e-04  
   107       7   1.96324252e-06   1.33252776e-04  
   107       8   8.65835456e-07   3.24168076e-05  
   108       1   7.86422712e-02   1.00904605e+00  
   108       2   2.10291374e-03   9.23260483e-03  
   108       3   4.46866663e-05   9.36173504e-03  
   108       4   3.76306650e-05   5.12911892e-03  
   108       5   1.57873989e-05   2.62833450e-03  
   108       6   5.30954115e-06   1.17281819e-03  
   108       7   2.39685109e-06   8.67915678e-05  
   108       8   8.63732365e-07   9.27852986e-05  
   109       1   8.43630189e-02   1.00799513e+00  
   109       2   2.15483178e-03   1.01187615e-02  
   109       3   3.64460195e-05   9.16485821e-03  
   109       4   2.37383444e-05   5.69092325e-03  
   109       5   1.08775308e-05   2.33596422e-03  
   109       6   4.34953822e-06   5.73778920e-04  
   109       7   1.54623800e-06   1.58358692e-04  
   109       8   7.01036170e-07   3.38337789e-05  
   110       1   9.11509526e-02   1.00690192e+00  
   110       2   2.28745213e-03   6.59274419e-03  
   110       3   4.34655315e-05   8.47198696e-02  
   110       4   4.00693926e-05   2.31423533e-02  
   110       5   2.11081770e-05   7.43522981e-03  
   110       6   9.86412724e-06   1.06833871e-03  
   110       7   5.28623241e-06   6.38295715e-04  
   110       8   1.78735715e-06   1.20809838e-04  
   110       9   1.14975090e-06   1.58654158e-05  
   110      10   4.77731807e-07   4.67622525e-06  
   111       1   9.91685722e-02   1.00576048e+00  
   111       2   2.54171174e-03   6.52283343e-03  
   111       3   3.67871867e-05   3.63957753e-02  
   111       4   3.83346603e-05   1.59801115e-02  
   111       5   2.28787554e-05   6.91396685e-03  
   111       6   9.24957726e-06   3.36079194e-04  
   111       7   3.60748156e-06   4.19738366e-04  
   111       8   1.61831558e-06   3.76024348e-05  
   111       9   7.26119983e-07   1.75448785e-05  
   112       1   1.08557572e-01   1.00456949e+00  
   112       2   2.81226093e-03   7.55660966e-03  
   112       3   4.07948112e-05   1.44305086e-02  
   112       4   3.22375654e-05   5.73449594e-03  
   112       5   1.37032136e-05   5.07951859e-04  
   112       6   6.39762889e-06   1.68420926e-04  
   112       7   2.83565471e-06   1.30982591e-04  
   112       8   1.16130109e-06   2.52066236e-05  
   112       9   4.65267083e-07   2.16244502e-05  
   113       1   1.19426313e-01   1.00332736e+00  
   113       2   4.26157851e-03   1.22713341e-02  
   113       3   4.82753085e-05   2.64533592e-02  
   113       4   4.54208709e-05   2.85735653e-03  
   113       5   2.05064034e-05   5.08309875e-04  
   113       6   9.07531539e-06   2.86157288e-04  
   113       7   3.69622547e-06   8.05273780e-05  
   113       8   1.83424043e-06   7.94205314e-05  
   113       9   7.65705100e-07   1.08115038e-04  
   114       1   1.31763838e-01   1.00203558e+00  
   114       2   5.82824210e-03   1.84860795e-02  
   114       3   7.93100997e-05   2.62433305e-02  
   114       4   7.67902787e-05   1.26408673e-02  
   114       5   3.90388712e-05   2.63202692e-03  
   114       6   1.43344923e-05   4.37051639e-03  
   114       7   7.06789127e-06   1.46711582e-04  
   114       8   3.29852919e-06   2.39539352e-04  
   114       9   1.48376515e-06   2.06861094e-05  
   114      10   6.75914746e-07   6.53336624e-05  
   115       1   1.45315410e-01   1.00068723e+00  
   115       2   7.98945749e-03   2.60505971e-02  
   115       3   7.82245555e-05   2.51244092e-02  
   115       4   5.69569023e-05   1.12976308e-02  
   115       5   3.03791360e-05   1.31427726e-03  
   115       6   1.37653725e-05   4.99835088e-04  
   115       7   5.79393913e-06   9.82147164e-04  
   115       8   2.92252007e-06   1.93623600e-04  
   115       9   1.01684390e-06   1.42916526e-05  
   115      10   4.41411765e-07   1.19934400e-05  
   116       1   1.59323879e-01   9.99287881e-01  
   116       2   1.12820675e-02   4.01234285e-02  
   116       3   1.84191899e-04   1.69369148e-02  
   116       4   1.60220605e-04   5.16949242e-03  
   116       5   7.26816065e-05   1.55679887e-03  
   116       6   2.92474540e-05   4.82454457e-03  
   116       7   1.13594218e-05   2.59041049e-04  
   116       8   4.73910428e-06   9.38476675e-05  
   116       9   1.96246822e-06   6.35214888e-05  
   116      10   7.48336082e-07   2.63745141e-05  
   117       1   1.72322992e-01   9.97833537e-01  
   117       2   1.31549227e-02   4.56868812e-02  
   117       3   2.75752794e-04   8.44833625e-02  
   117       4   3.21371154e-04   3.92532376e-02  
   117       5   1.32068035e-04   6.91862280e-03  
   117       6   5.70357678e-05   7.07647180e-03  
   117       7   2.37300299e-05   3.06902669e-03  
   117       8   1.02699145e-05   3.13748047e-04  
   117       9   3.79530905e-06   1.02592118e-04  
   117      10   1.82858880e-06   2.26076390e-05  
   117      11   6.10623758e-07   7.39613522e-05  
   118       1   1.82079769e-01   9.96323902e-01  
   118       2   1.74712376e-02   6.13580717e-02  
   118       3   3.58443460e-04   4.99152255e-02  
   118       4   2.94598748e-04   1.14012181e-02  
   118       5   1.11529831e-04   1.48271831e-02  
   118       6   4.84539628e-05   1.87498805e-03  
   118       7   2.07962595e-05   2.16097983e-03  
   118       8   7.89947031e-06   9.93191787e-04  
   118       9   3.18334554e-06   2.72675377e-04  
   118      10   1.33725086e-06   6.94400985e-05  
   118      11   5.08558889e-07   1.28002482e-04  
   119       1   1.86252602e-01   9.94758153e-01  
   119       2   1.76039575e-02   8.07372799e-02  
   119       3   4.34949304e-04   1.36943599e-01  
   119       4   3.67476897e-04   5.57458377e-02  
   119       5   1.49735376e-04   1.51077216e-02  
   119       6   7.45178298e-05   2.20707206e-03  
   119       7   2.68657577e-05   1.63542277e-03  
   119       8   1.45911355e-05   3.71785315e-04  
   119       9   5.51120945e-06   5.03938070e-04  
   119      10   3.44549785e-06   2.18993609e-04  
   119      11   1.51641966e-06   5.21752941e-05  
   119      12   5.93091493e-07   3.93321189e-05  
   120       1   1.83594965e-01   9.93133927e-01  
   120       2   1.92122364e-02   8.30449976e-02  
   120       3   5.62768135e-04   4.28641608e-01  
   120       4   4.70018914e-04   2.84171393e-02  
   120       5   2.03375979e-04   8.83446543e-03  
   120       6   9.99252226e-05   1.43489385e-02  
   120       7   4.18542432e-05   6.48753276e-03  
   120       8   1.81786958e-05   1.33659059e-03  
   120       9   6.81684180e-06   1.47341920e-04  
   120      10   2.63010784e-06   1.98956797e-05  
   120      11   8.66077115e-07   6.12708824e-05  
   121       1   1.74810027e-01   9.91454910e-01  
   121       2   2.05590761e-02   1.15395525e-01  
   121       3   6.12958180e-04   7.57299898e-02  
   121       4   4.34252345e-04   2.22946837e-02  
   121       5   1.53401089e-04   6.12373107e-03  
   121       6   8.33468886e-05   1.90377842e-03  
   121       7   3.50964868e-05   1.80187472e-03  
   121       8   1.34787245e-05   1.29536908e-03  
   121       9   6.02886560e-06   1.03623537e-03  
   121      10   3.01382781e-06   1.34462861e-04  
   121      11   1.35350260e-06   1.95260726e-04  
   121      12   8.29038785e-07   3.98368092e-05  
   122       1   1.62040820e-01   9.89716129e-01  
   122       2   2.92679104e-02   1.56642860e-01  
   122       3   1.64351927e-03   5.25772552e-01  
   122       4   1.69962885e-03   3.30895888e-01  
   122       5   6.71537151e-04   6.33918169e-02  
   122       6   3.01064591e-04   5.98561226e-02  
   122       7   1.40314351e-04   2.32468520e-02  
   122       8   7.23252947e-05   7.86983483e-03  
   122       9   3.93833681e-05   2.26098675e-03  
   122      10   1.88932696e-05   2.30769077e-04  
   122      11   8.56224232e-06   3.87474207e-04  
   122      12   3.76536140e-06   1.72599053e-04  
   122      13   1.56243727e-06   6.86642631e-05  
   122      14   7.30842593e-07   1.82831557e-05  
