TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
   123       1   1.47600972e-01   9.87920827e-01  
   123       2   2.39154802e-02   1.14752222e-01  
   123       3   1.23783743e-03   1.34791419e-01  
   123       4   9.07867076e-04   1.59620366e-01  
   123       5   2.90351910e-04   9.62651354e-02  
   123       6   1.45967633e-04   2.94951575e-02  
   123       7   6.09677860e-05   1.03835370e-02  
   123       8   3.10863463e-05   8.91082589e-04  
   123       9   1.37485803e-05   3.06007865e-04  
   123      10   6.01820126e-06   1.33151153e-04  
   123      11   2.62700773e-06   9.84557285e-05  
   123      12   1.15269953e-06   8.37739943e-05  
   123      13   5.60292257e-07   1.75876974e-05  
   124       1   1.33164300e-01   9.86066496e-01  
   124       2   1.95207425e-02   1.43292875e-01  
   124       3   9.35240565e-04   2.69083462e-01  
   124       4   5.73417332e-04   1.70023557e-01  
   124       5   2.38273257e-04   5.74837184e-02  
   124       6   1.36684632e-04   1.25453451e-02  
   124       7   4.61719820e-05   4.00796812e-03  
   124       8   2.20409045e-05   8.36731117e-04  
   124       9   1.01033651e-05   3.59851200e-04  
   124      10   4.91793255e-06   3.43291012e-04  
   124      11   2.47023576e-06   1.23192839e-04  
   124      12   1.14833021e-06   8.11890914e-05  
   124      13   5.42190077e-07   1.41448155e-05  
   125       1   1.19634581e-01   9.84153520e-01  
   125       2   1.65305696e-02   1.42473900e-01  
   125       3   2.37847002e-03   2.20801099e-01  
   125       4   2.00301246e-03   1.69882052e-01  
   125       5   5.51893509e-04   1.07196754e-01  
   125       6   2.84493645e-04   5.08690747e-02  
   125       7   1.48070958e-04   2.01131732e-02  
   125       8   7.49035142e-05   6.80679743e-03  
   125       9   2.88416187e-05   2.22583530e-04  
   125      10   1.21827505e-05   5.84539769e-04  
   125      11   4.93989877e-06   2.35021130e-05  
   125      12   1.62564658e-06   8.95550878e-05  
   125      13   6.60801353e-07   3.17363327e-05  
   126       1   1.07372973e-01   9.82181146e-01  
   126       2   1.42537313e-02   1.26536275e-01  
   126       3   1.72303774e-03   2.52428503e-01  
   126       4   1.06221889e-03   6.19204590e-02  
   126       5   3.21642802e-04   2.80899750e-02  
   126       6   1.39870192e-04   5.37883082e-03  
   126       7   5.18849044e-05   1.16253533e-03  
   126       8   1.73787123e-05   8.72569352e-04  
   126       9   7.50000276e-06   8.74463197e-05  
   126      10   2.53661216e-06   2.00955765e-04  
   126      11   1.03461524e-06   3.44463185e-05  
   126      12   3.95044164e-07   1.99814506e-05  
   127       1   9.64367886e-02   9.80151132e-01  
   127       2   1.18204815e-02   1.22541203e-01  
   127       3   1.57441674e-03   3.80772729e-01  
   127       4   7.73496884e-04   9.63177628e-02  
   127       5   3.57222864e-04   4.22415588e-02  
   127       6   1.84874877e-04   4.26052648e-03  
   127       7   6.28904278e-05   1.77536777e-03  
   127       8   2.37293324e-05   9.14466608e-04  
   127       9   1.12051381e-05   3.54277649e-04  
   127      10   4.49228260e-06   5.92055592e-05  
   127      11   1.67333595e-06   2.84805916e-05  
   127      12   5.93911474e-07   1.08512520e-05  
   128       1   8.67402656e-02   9.78063558e-01  
   128       2   1.22462886e-02   1.04306871e-01  
   128       3   2.17643089e-03   5.10665819e-01  
   128       4   1.59393466e-03   1.08049569e-01  
   128       5   4.57008020e-04   2.61352345e-02  
   128       6   1.93941036e-04   4.58788316e-03  
   128       7   6.07746236e-05   2.92537830e-03  
   128       8   2.22426577e-05   1.96217865e-03  
   128       9   9.90816607e-06   3.24728682e-04  
   128      10   4.38219118e-06   4.67053482e-04  
   128      11   1.40194397e-06   2.44584183e-05  
   128      12   4.87441997e-07   2.79336743e-05  
   129       1   7.81509487e-02   9.75917555e-01  
   129       2   1.10567993e-02   1.30222467e-01  
   129       3   1.34596301e-03   2.05246316e-01  
   129       4   5.64475134e-04   3.08297836e-02  
   129       5   2.35159688e-04   1.05180199e-02  
   129       6   8.06708946e-05   2.42846713e-03  
   129       7   2.82264930e-05   5.56893407e-04  
   129       8   9.27778132e-06   3.18972149e-04  
   129       9   3.10604497e-06   6.78995334e-05  
   129      10   1.13187681e-06   8.54509897e-05  
   129      11   3.92419567e-07   2.83042073e-05  
   130       1   7.05277892e-02   9.73717882e-01  
   130       2   1.25520889e-02   1.31738564e-01  
   130       3   1.36807102e-03   5.74874763e-02  
   130       4   5.88434128e-04   3.57676638e-02  
   130       5   1.49974400e-04   3.77180223e-03  
   130       6   6.09119136e-05   5.26280793e-04  
   130       7   2.01855166e-05   1.27023689e-03  
   130       8   7.12655968e-06   1.05227252e-03  
   130       9   2.66918646e-06   1.64786397e-04  
   130      10   8.59557396e-07   6.07419556e-05  
   131       1   6.37485677e-02   9.71460716e-01  
   131       2   1.55014787e-02   1.41999288e-01  
   131       3   1.30164208e-03   2.19721623e-01  
   131       4   7.56337290e-04   4.82903855e-02  
   131       5   1.92734892e-04   1.82743104e-02  
   131       6   8.59178217e-05   1.26251866e-03  
   131       7   3.00951886e-05   2.35547158e-03  
   131       8   9.27004254e-06   5.98689772e-05  
   131       9   2.43080044e-06   1.14320697e-04  
   131      10   8.90494127e-07   5.64347973e-05  
   132       1   5.76982235e-02   9.69155794e-01  
   132       2   1.19135963e-02   2.41816712e-01  
   132       3   6.86770353e-04   5.68415922e-02  
   132       4   2.72517359e-04   1.41098875e-02  
   132       5   7.57272120e-05   4.40475299e-03  
   132       6   3.13049990e-05   2.17593314e-04  
   132       7   7.12311500e-06   1.64642965e-04  
   132       8   2.62281022e-06   5.91952900e-05  
   132       9   9.86162563e-07   7.24431870e-05  
   133       1   5.22881886e-02   9.66809521e-01  
   133       2   2.01534448e-02   2.31939996e-01  
   133       3   1.03568142e-03   8.74774404e-01  
   133       4   4.68780304e-04   8.62027300e-02  
   133       5   2.43403538e-04   2.11088732e-02  
   133       6   8.75311091e-05   1.68866217e-03  
   133       7   3.16410861e-05   1.86504703e-03  
   133       8   1.26006549e-05   3.49915627e-04  
   133       9   4.64702531e-06   1.29550407e-04  
   133      10   1.73320409e-06   5.19988046e-05  
   133      11   5.19531749e-07   2.13895856e-05  
   134       1   4.74569407e-02   9.64416222e-01  
   134       2   2.34311725e-02   6.03945297e-02  
   134       3   4.03491732e-04   3.01757791e-01  
   134       4   2.93090009e-04   7.10390200e-02  
   134       5   1.26105994e-04   2.07149986e-02  
   134       6   4.35016088e-05   1.72225968e-03  
   134       7   1.47008589e-05   1.63883836e-03  
   134       8   6.66239741e-06   1.47664583e-04  
   134       9   2.06422016e-06   2.75473593e-04  
   134      10   7.96382516e-07   2.16989719e-05  
   135       1   4.31448086e-02   9.61996892e-01  
   135       2   2.53517837e-02   7.29752383e-02  
   135       3   4.40034208e-04   5.81447331e-02  
   135       4   3.24865550e-04   3.64463412e-02  
   135       5   1.24963231e-04   3.56684435e-03  
   135       6   5.71303499e-05   1.47524566e-03  
   135       7   1.44471404e-05   1.27942475e-03  
   135       8   5.42906872e-06   5.14349129e-04  
   135       9   2.16183387e-06   2.57183795e-04  
   135      10   8.59745907e-07   9.01161874e-05  
   136       1   3.93243254e-02   9.59551455e-01  
   136       2   3.23757148e-02   1.19175272e-02  
   136       3   2.45983975e-04   6.89043698e-01  
   136       4   4.07703650e-04   6.66355155e-01  
   136       5   5.59279475e-04   6.28851561e-01  
   136       6   7.06321932e-04   5.31913562e-01  
   136       7   7.66036794e-04   4.37387446e-01  
   136       8   6.12594250e-04   3.03976470e-01  
   136       9   4.97416539e-04   8.35789713e-02  
   136      10   3.19750826e-04   3.06131457e-02  
   136      11   1.22217268e-04   2.29962824e-02  
   136      12   5.98485333e-05   2.06540494e-02  
   136      13   2.72905575e-05   7.31882361e-03  
   136      14   1.20691041e-05   1.50711768e-03  
   136      15   5.20286963e-06   8.52701391e-04  
   136      16   1.95275943e-06   3.73340199e-04  
   136      17   7.58346540e-07   4.18354866e-05  
   137       1   3.59623570e-02   9.57110251e-01  
   137       2   2.37862876e-02   1.44576384e-01  
   137       3   1.07024705e-03   8.59378310e-02  
   137       4   6.31641426e-04   1.48723756e-02  
   137       5   1.72771434e-04   1.55123198e-02  
   137       6   7.40375603e-05   4.22359301e-03  
   137       7   2.90212035e-05   4.18273678e-04  
   137       8   1.08216526e-05   2.03715999e-03  
   137       9   4.33408333e-06   3.05587475e-04  
   137      10   1.78172871e-06   1.06504770e-04  
   137      11   5.73450608e-07   1.09528597e-05  
   138       1   3.30526060e-02   9.54686738e-01  
   138       2   2.17248878e-02   1.19759069e-01  
   138       3   1.16036266e-03   3.14806318e-01  
   138       4   6.79282208e-04   9.19410464e-02  
   138       5   2.18411368e-04   2.71666142e-02  
   138       6   8.92381936e-05   2.41007875e-03  
   138       7   4.15647555e-05   2.15681320e-03  
   138       8   1.49903720e-05   4.25887247e-04  
   138       9   5.19667556e-06   7.25493386e-05  
   138      10   1.89231245e-06   5.87235038e-05  
   138      11   8.34344891e-07   6.87764005e-05  
   139       1   3.05887707e-02   9.52314100e-01  
   139       2   6.63006652e-04   1.50482771e-02  
   139       3   2.22193014e-04   2.14371376e-02  
   139       4   1.00979169e-04   2.36947645e-03  
   139       5   3.83834009e-05   2.42852143e-03  
   139       6   1.62987561e-05   7.80538833e-04  
   139       7   7.46930281e-06   1.62449086e-04  
   139       8   2.98712140e-06   7.58069113e-05  
   139       9   8.91349445e-07   1.47673278e-05  
   140       1   2.85762155e-02   9.50019044e-01  
   140       2   6.96005997e-04   2.66333238e-02  
   140       3   1.90539792e-04   2.34300303e-03  
   140       4   5.83096884e-05   1.24240415e-03  
   140       5   1.77903334e-05   2.55388972e-03  
   140       6   8.22045318e-06   4.90924614e-05  
   140       7   2.27594868e-06   3.12717480e-04  
   140       8   9.15979884e-07   5.71500261e-05  
   141       1   2.70094298e-02   9.47858941e-01  
   141       2   5.99441252e-04   2.91413553e-02  
   141       3   1.90457361e-04   1.65160328e-02  
   141       4   8.33999084e-05   4.90091201e-04  
   141       5   1.41815504e-05   2.55291060e-03  
   141       6   5.84273168e-06   3.02161099e-04  
   141       7   2.33202570e-06   9.56459257e-05  
   141       8   8.48093525e-07   4.66222129e-05  
   142       1   2.58797794e-02   9.45905986e-01  
   142       2   4.96898582e-04   2.90618956e-02  
   142       3   8.16943786e-05   3.35782027e-03  
   142       4   3.19642113e-05   2.46045371e-03  
   142       5   1.45974561e-05   1.84363517e-03  
   142       6   5.63158266e-06   7.43561638e-04  
   142       7   2.23542330e-06   1.52144892e-04  
   142       8   1.04504312e-06   3.02183144e-05  
   142       9   3.63535847e-07   1.90908161e-05  
   143       1   2.51703434e-02   9.44253363e-01  
   143       2   5.37155177e-04   2.17776252e-02  
   143       3   1.12961242e-04   2.79882021e-03  
   143       4   3.66145821e-05   9.34219043e-04  
   143       5   1.23820942e-05   9.43723295e-05  
   143       6   3.36349291e-06   1.33251601e-04  
   143       7   1.50892147e-06   9.26149881e-05  
   143       8   5.74287824e-07   8.55898125e-06  
   144       1   2.48655638e-02   9.43030787e-01  
   144       2   5.71156014e-04   2.44936822e-02  
   144       3   1.82102339e-04   6.84028737e-03  
   144       4   6.46618134e-05   1.89091181e-03  
   144       5   1.81501855e-05   1.28465054e-03  
   144       6   7.73466149e-06   2.48664327e-04  
   144       7   3.40071198e-06   1.32723377e-04  
   144       8   1.47199909e-06   4.37819840e-05  
   144       9   4.67719285e-07   6.23502249e-06  
   145       1   2.49463156e-02   9.42365851e-01  
   145       2   6.55252791e-04   4.47753955e-02  
   145       3   3.33955554e-04   2.88042339e-02  
   145       4   1.02495984e-04   3.11070719e-03  
   145       5   3.52423671e-05   4.35761220e-03  
   145       6   1.40155835e-05   1.48552689e-04  
   145       7   4.29086239e-06   1.63707677e-04  
   145       8   1.69853675e-06   4.19636637e-05  
   145       9   6.42268617e-07   2.48766497e-05  
   146       1   2.53451583e-02   9.42485959e-01  
   146       2   5.01335628e-04   4.03025292e-02  
   146       3   2.20359997e-04   2.11935748e-02  
   146       4   8.74969758e-05   1.24479352e-03  
   146       5   1.92725323e-05   1.89642377e-03  
   146       6   8.09396830e-06   1.64209968e-04  
   146       7   3.05763617e-06   1.15494257e-05  
   146       8   6.63784125e-07   1.25778197e-04  
   147       1   2.60621321e-02   9.43584174e-01  
   147       2   5.84325368e-04   3.43794339e-02  
   147       3   1.45097722e-04   7.08146063e-03  
   147       4   4.20775884e-05   9.25106644e-04  
   147       5   1.19701531e-05   3.87997512e-04  
   147       6   6.25491086e-06   1.69714960e-04  
   147       7   1.51667354e-06   1.11912844e-05  
   147       8   6.09295496e-07   5.56539700e-05  
   148       1   2.70160152e-02   9.45952805e-01  
   148       2   4.75315003e-04   2.62596946e-02  
   148       3   7.74745147e-05   3.29366995e-04  
   148       4   1.01196615e-05   7.00800932e-04  
   148       5   5.07743390e-06   1.19254306e-03  
   148       6   1.67597382e-06   1.13391497e-04  
   148       7   7.85021982e-07   1.26592626e-04  
   149       1   2.81765511e-02   9.49783450e-01  
   149       2   6.28135947e-04   3.98716822e-02  
   149       3   1.05893667e-04   3.55840189e-03  
   149       4   2.88294463e-05   4.62379158e-03  
   149       5   1.39393823e-05   4.31314742e-04  
   149       6   4.13239165e-06   3.87562841e-04  
   149       7   1.91889195e-06   1.45317424e-04  
   149       8   8.79543430e-07   7.16943270e-05  
   150       1   2.95052228e-02   9.55333851e-01  
   150       2   3.16154773e-04   1.60449357e-02  
   150       3   7.90122593e-05   3.38955825e-03  
   150       4   2.25570446e-05   4.14994011e-04  
   150       5   6.77344489e-06   5.05779473e-04  
   150       6   2.46123084e-06   6.17281816e-05  
   150       7   8.49635559e-07   4.05764047e-05  
   151       1   3.09778933e-02   9.62672932e-01  
   151       2   3.66495612e-04   2.77680742e-02  
   151       3   1.43871100e-04   5.52833046e-03  
   151       4   3.88642517e-05   5.65897793e-04  
   151       5   7.17821453e-06   1.75977593e-04  
   151       6   2.74787806e-06   1.70170638e-04  
   151       7   9.69879143e-07   3.46957563e-05  
   152       1   3.25738195e-02   9.71707758e-01  
   152       2   3.83218411e-04   2.35752813e-02  
   152       3   8.88033726e-05   9.73490642e-03  
   152       4   4.04610654e-05   2.50622378e-03  
   152       5   1.24113608e-05   2.47604755e-04  
   152       6   3.26534412e-06   3.18187568e-04  
   152       7   1.12041717e-06   3.39206405e-05  
   152       8   4.50558365e-07   2.42072418e-05  
   153       1   3.42812714e-02   9.82101065e-01  
   153       2   3.56009212e-04   2.14926919e-02  
   153       3   4.70693322e-05   1.67078956e-03  
   153       4   1.88845289e-05   3.15339553e-04  
   153       5   4.69250530e-06   6.73359383e-05  
   153       6   1.38687758e-06   3.88637822e-05  
   153       7   5.13453848e-07   3.07514456e-05  
   154       1   3.60888946e-02   9.93311449e-01  
   154       2   4.29235233e-04   3.66538059e-02  
   154       3   5.21436013e-05   5.86725887e-03  
   154       4   2.82876433e-05   2.68822513e-04  
   154       5   5.07534030e-06   5.04843306e-04  
   154       6   2.22325898e-06   9.50522175e-05  
   154       7   8.34882354e-07   2.47764641e-05  
   155       1   3.80002954e-02   1.00463190e+00  
   155       2   4.91972904e-04   2.30785118e-02  
   155       3   3.92787190e-05   6.52929009e-03  
   155       4   1.71466447e-05   7.11597990e-04  
   155       5   5.38196890e-06   1.87860070e-04  
   155       6   1.74162789e-06   7.43179655e-05  
   155       7   6.72388246e-07   8.53561037e-06  
   156       1   4.00182485e-02   1.01532105e+00  
   156       2   4.95103758e-04   2.06520062e-02  
   156       3   1.98459076e-05   3.78715254e-03  
   156       4   1.09858977e-05   1.50808853e-04  
   156       5   2.65322211e-06   2.08076868e-04  
   156       6   1.04460652e-06   6.94011205e-05  
   156       7   4.20916955e-07   2.22095800e-05  
   157       1   4.21407365e-02   1.02477339e+00  
   157       2   4.79217002e-04   1.46880071e-02  
   157       3   1.43800341e-05   1.26994708e-03  
   157       4   6.37224659e-06   9.23360952e-05  
   157       5   1.99225572e-06   1.57587364e-04  
   157       6   6.51620409e-07   6.91747897e-05  
   158       1   4.43694942e-02   1.03261566e+00  
   158       2   4.75846217e-04   1.65719067e-02  
   158       3   1.80278089e-05   3.66818139e-03  
   158       4   8.16683092e-06   3.22008286e-04  
   158       5   3.10471878e-06   8.78104404e-05  
   158       6   1.00850276e-06   5.08646766e-05  
   158       7   5.00279391e-07   4.21476122e-05  
   159       1   4.67079299e-02   1.03871074e+00  
   159       2   4.49101682e-04   5.83115984e-03  
   159       3   2.07503155e-05   4.18002673e-03  
   159       4   1.02275966e-05   2.20357509e-03  
   159       5   4.02464855e-06   8.20447319e-04  
   159       6   1.66316375e-06   3.52281457e-04  
   159       7   7.65061901e-07   5.25831872e-05  
   160       1   4.91545145e-02   1.04313630e+00  
   160       2   4.47174069e-04   1.78610201e-02  
   160       3   2.99483612e-05   9.99690194e-04  
   160       4   1.34916873e-05   4.44583297e-04  
   160       5   5.33252055e-06   3.46290512e-04  
   160       6   2.17950732e-06   1.61378841e-04  
   160       7   1.00964663e-06   1.20705724e-05  
   160       8   2.86841039e-07   7.88340506e-06  
   161       1   5.17035642e-02   1.04609502e+00  
   161       2   4.31589851e-04   1.95207638e-02  
   161       3   4.34716756e-05   1.07426888e-03  
   161       4   1.22889123e-05   1.09984773e-03  
   161       5   7.42546166e-06   5.46717249e-04  
   161       6   2.66469204e-06   2.36104047e-04  
   161       7   1.15672479e-06   8.77526896e-06  
   161       8   3.14720687e-07   4.18728142e-05  
   162       1   5.43459787e-02   1.04784234e+00  
   162       2   4.19014313e-04   5.48252820e-03  
   162       3   2.06667026e-05   3.73299888e-03  
   162       4   1.00919043e-05   1.67658952e-03  
   162       5   5.68886428e-06   1.10735099e-04  
   162       6   1.95454476e-06   4.34948273e-04  
   162       7   8.94837198e-07   5.45859397e-05  
   163       1   5.70619030e-02   1.04864547e+00  
   163       2   3.84353267e-04   2.23016976e-03  
   163       3   1.88726385e-05   1.13701800e-02  
   163       4   1.41178548e-05   1.00843817e-03  
   163       5   6.20780050e-06   6.30002069e-04  
   163       6   2.59150003e-06   5.11329333e-05  
   163       7   9.41474712e-07   9.80392734e-05  
   164       1   5.98246839e-02   1.04874509e+00  
   164       2   3.36331810e-04   3.82990642e-03  
   164       3   3.57867315e-05   6.14648888e-03  
   164       4   1.57432100e-05   2.08203820e-03  
   164       5   6.85887030e-06   6.72263188e-04  
   164       6   2.85107442e-06   7.12319038e-05  
   164       7   1.27588056e-06   3.51376475e-05  
   164       8   5.66807515e-07   3.89743829e-05  
   165       1   6.25981729e-02   1.04832426e+00  
   165       2   3.63013730e-04   1.40516981e-02  
   165       3   8.04656098e-05   4.78510334e-03  
   165       4   3.28555639e-05   1.91072384e-03  
   165       5   1.22047794e-05   8.16760600e-04  
   165       6   5.37552632e-06   4.48735964e-05  
   165       7   1.76407307e-06   1.66490017e-04  
   165       8   7.10432864e-07   1.02872593e-04  
   166       1   6.53367651e-02   1.04753658e+00  
   166       2   3.29911750e-04   1.02974085e-02  
   166       3   6.86195905e-05   1.13014266e-03  
   166       4   2.64048457e-05   2.56299420e-03  
   166       5   1.16529061e-05   1.93093956e-04  
   166       6   3.15178973e-06   3.36913722e-04  
   166       7   1.32184810e-06   1.24696857e-05  
   166       8   4.87815401e-07   4.65855148e-05  
   167       1   6.79784607e-02   1.04651311e+00  
   167       2   2.98982664e-04   1.26522858e-03  
   167       3   2.03058454e-05   1.60579096e-02  
   167       4   1.85341253e-05   5.51355319e-03  
   167       5   8.66843952e-06   1.97508058e-03  
   167       6   4.01723357e-06   3.32824735e-04  
   167       7   1.68193184e-06   1.77546038e-05  
   167       8   6.90197416e-07   4.39912414e-05  
   168       1   7.04563089e-02   1.04533096e+00  
   168       2   3.50175755e-04   2.51855161e-03  
   168       3   2.68736897e-05   8.70253592e-03  
   168       4   1.95273012e-05   1.80212964e-03  
   168       5   7.15104660e-06   1.27650736e-03  
   168       6   3.03707350e-06   2.89347489e-04  
   168       7   1.47438490e-06   2.44879136e-05  
   168       8   5.84723140e-07   4.07965363e-05  
   169       1   7.26962515e-02   1.04404427e+00  
   169       2   2.97189800e-04   9.78766678e-03  
   169       3   6.28312222e-05   2.22303497e-03  
   169       4   2.47511275e-05   1.24011393e-04  
   169       5   7.17990426e-06   7.00624161e-04  
   169       6   3.07868969e-06   5.18056174e-04  
   169       7   1.15560280e-06   2.30056116e-04  
   169       8   6.16376850e-07   7.57957398e-06  
   170       1   7.46170758e-02   1.04269874e+00  
   170       2   3.68278538e-04   1.93942689e-02  
   170       3   5.98904792e-05   2.09049788e-03  
   170       4   2.74074248e-05   9.47367729e-04  
   170       5   1.40987321e-05   2.73226794e-04  
   170       6   4.25394473e-06   1.04430084e-04  
   170       7   1.72587275e-06   2.69131945e-04  
   170       8   7.45980230e-07   5.85720319e-05  
   171       1   7.61397379e-02   1.04132539e+00  
   171       2   4.35646039e-04   1.22083325e-02  
   171       3   5.53166730e-05   2.72254271e-03  
   171       4   2.44551714e-05   6.58811471e-04  
   171       5   1.06371260e-05   4.85569028e-04  
   171       6   3.74936304e-06   2.87392183e-05  
   171       7   1.38428682e-06   9.46831733e-06  
   171       8   4.44864316e-07   5.69012505e-05  
   172       1   7.71951166e-02   1.03994531e+00  
   172       2   4.35060231e-04   1.89715250e-02  
   172       3   4.35870469e-05   3.77015274e-03  
   172       4   2.13357105e-05   7.26219781e-04  
   172       5   8.31819748e-06   1.58517980e-04  
   172       6   3.56468340e-06   1.79589230e-04  
   172       7   1.52535518e-06   2.03212345e-05  
   172       8   5.11575410e-07   3.84514013e-05  
   173       1   7.77272038e-02   1.03857309e+00  
   173       2   5.38840972e-04   2.93462872e-02  
   173       3   8.31173749e-05   1.11368474e-03  
   173       4   2.78807469e-05   3.39387513e-03  
   173       5   1.32498931e-05   4.92639832e-04  
   173       6   4.99828395e-06   6.04532802e-04  
   173       7   2.15429003e-06   1.71880785e-05  
   173       8   6.96077473e-07   9.93039967e-05  
   174       1   7.77093259e-02   1.03720052e+00  
   174       2   7.07747948e-04   2.97650036e-02  
   174       3   6.23607611e-05   9.59694840e-04  
   174       4   2.14028753e-05   2.55436831e-03  
   174       5   8.37712245e-06   7.58104900e-04  
   174       6   4.15041372e-06   3.53228820e-04  
   174       7   1.47119707e-06   8.94758426e-05  
   174       8   6.67003710e-07   4.55270034e-05  
   175       1   7.71237611e-02   1.03585295e+00  
   175       2   7.56542582e-04   2.84199887e-02  
   175       3   5.37908547e-05   5.51437709e-03  
   175       4   2.90122900e-05   1.80910976e-03  
   175       5   1.29616709e-05   1.38878131e-04  
   175       6   3.34229956e-06   1.68599402e-04  
   175       7   1.18090111e-06   1.46072845e-04  
   175       8   5.53936363e-07   3.00929534e-05  
   176       1   7.59906633e-02   1.03452437e+00  
   176       2   9.08818240e-04   3.05348121e-02  
   176       3   8.66170413e-05   5.09309825e-03  
   176       4   3.30799438e-05   4.89791621e-04  
   176       5   1.22500404e-05   7.22002511e-04  
   176       6   4.89140677e-06   2.44686882e-04  
   176       7   2.11910529e-06   2.92594787e-05  
   176       8   6.92185382e-07   2.69570672e-05  
   177       1   7.43511225e-02   1.03321205e+00  
   177       2   9.34430584e-04   3.19570760e-02  
   177       3   7.15666735e-05   1.56636682e-02  
   177       4   3.55800849e-05   1.30013199e-03  
   177       5   1.15978580e-05   1.07819019e-03  
   177       6   4.68493574e-06   1.59582109e-04  
   177       7   2.68435886e-06   1.64588775e-04  
   177       8   9.44413751e-07   4.49927417e-05  
   178       1   7.22604735e-02   1.03192274e+00  
   178       2   9.28457246e-04   1.70894615e-02  
   178       3   3.46614909e-05   6.45814401e-03  
   178       4   1.55929169e-05   5.51838981e-04  
   178       5   6.76585490e-06   1.38255412e-04  
   178       6   2.52511212e-06   5.05564833e-05  
   178       7   1.06633609e-06   6.19704224e-05  
   178       8   4.10871435e-07   3.48137646e-05  
   179       1   6.97934245e-02   1.03065242e+00  
   179       2   9.68144284e-04   2.40197464e-02  
   179       3   8.69148902e-05   1.65723733e-02  
   179       4   3.98543698e-05   2.56182437e-03  
   179       5   1.51479090e-05   4.94664149e-04  
   179       6   6.98088426e-06   3.35129074e-04  
   179       7   2.13671588e-06   1.33701798e-04  
   179       8   1.01500879e-06   5.68101407e-05  
   179       9   3.37342833e-07   1.48206610e-06  
   180       1   6.70252722e-02   1.02941338e+00  
   180       2   8.89597915e-04   1.76308528e-02  
   180       3   7.97865985e-05   1.22616711e-02  
   180       4   4.72574181e-05   2.40432348e-04  
   180       5   8.57959760e-06   2.26402206e-03  
   180       6   4.01479391e-06   5.46950169e-04  
   180       7   1.57037219e-06   2.46160630e-04  
   180       8   5.58592840e-07   5.71244043e-06  
   181       1   6.40480394e-02   1.02819814e+00  
   181       2   1.01994557e-03   2.60491201e-02  
   181       3   1.07691813e-04   2.69431461e-02  
   181       4   6.59421754e-05   2.73861494e-04  
   181       5   1.06336446e-05   6.20565728e-03  
   181       6   5.22701105e-06   1.26493159e-03  
   181       7   1.65978607e-06   5.68224737e-04  
   181       8   7.14526910e-07   1.16676554e-04  
   182       1   6.09394416e-02   1.02700550e+00  
   182       2   1.04901681e-03   2.71857910e-02  
   182       3   1.01418004e-04   1.79882028e-02  
   182       4   5.28320753e-05   3.72125138e-03  
   182       5   1.55104002e-05   8.43043972e-04  
   182       6   5.70335129e-06   6.65473847e-04  
   182       7   2.40098561e-06   2.50610097e-04  
   182       8   9.05372593e-07   1.13499965e-05  
   183       1   5.77740183e-02   1.02584669e+00  
   183       2   1.01699200e-03   1.63177101e-02  
   183       3   8.12596044e-05   5.59100835e-03  
   183       4   4.55300990e-05   1.71460444e-03  
   183       5   1.61001780e-05   1.17611811e-03  
   183       6   5.68908173e-06   2.57187681e-04  
   183       7   2.45382108e-06   1.17666617e-04  
   183       8   9.55462342e-07   4.88129094e-05  
   184       1   5.46278379e-02   1.02470919e+00  
   184       2   1.05405843e-03   2.32274161e-02  
   184       3   4.25867176e-05   1.45136380e-03  
   184       4   1.68557117e-05   9.60801660e-04  
   184       5   7.69471955e-06   7.74820488e-04  
   184       6   3.07114303e-06   4.62870037e-04  
   184       7   1.26751980e-06   1.40803229e-05  
   184       8   4.60747811e-07   2.14653384e-05  
   185       1   5.15649731e-02   1.02360158e+00  
   185       2   1.17692573e-03   2.49892724e-02  
   185       3   6.48299689e-05   1.09104127e-02  
   185       4   3.42164444e-05   2.36631996e-03  
   185       5   1.19696202e-05   1.05305772e-03  
   185       6   5.84023812e-06   3.42826316e-05  
   185       7   1.14804342e-06   1.75540259e-05  
   185       8   5.26487547e-07   1.46234815e-05  
   186       1   4.86550957e-02   1.02251789e+00  
   186       2   1.20895997e-03   2.23196427e-02  
   186       3   3.97372786e-05   7.40372924e-03  
   186       4   1.36579719e-05   7.58060076e-04  
   186       5   5.68029499e-06   3.13636138e-04  
   186       6   2.42720726e-06   6.17436508e-05  
   186       7   8.68337505e-07   9.14498885e-05  
   187       1   4.59637854e-02   1.02145817e+00  
   187       2   1.19046775e-03   2.05368281e-02  
   187       3   3.34492743e-05   2.69763656e-02  
   187       4   2.15463325e-05   1.77214701e-03  
   187       5   7.82311714e-06   5.45440936e-04  
   187       6   2.61174213e-06   4.63060375e-05  
   187       7   1.09814263e-06   5.45891464e-05  
   187       8   4.34946719e-07   3.93361904e-05  
   188       1   4.35514958e-02   1.02043021e+00  
   188       2   1.04843675e-03   1.34363658e-02  
   188       3   2.30828709e-05   1.40844079e-02  
   188       4   1.10058913e-05   3.23630802e-03  
   188       5   5.64966393e-06   1.10751040e-03  
   188       6   2.35677717e-06   6.35508093e-05  
   188       7   8.00725026e-07   5.16034460e-05  
   189       1   4.14862529e-02   1.01943009e+00  
   189       2   1.15281708e-03   1.26999635e-02  
   189       3   3.30881470e-05   4.20370437e-03  
   189       4   2.37148964e-05   7.44049416e-04  
   189       5   8.90810810e-06   1.36507805e-03  
   189       6   3.90537246e-06   1.67097253e-04  
