Time  Coordinate0  Coordinate1  Coordinate2  Displacement0  Displacement1  Displacement2  Force0  Force1  Force2  
 3.62500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.71847032e-07   1.12831218e-05  -5.65541237e-05   3.04553037e-06   4.31152081e-05   3.60368486e-07  
 3.65000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.87853841e-07   1.16468587e-05  -5.73426792e-05   3.09272856e-06   4.40635129e-05   3.67741961e-07  
 3.67500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.04186959e-07   1.20185653e-05  -5.81282872e-05   3.14785564e-06   4.51899044e-05   3.75780710e-07  
 3.70000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.20841197e-07   1.23981548e-05  -5.89109228e-05   3.19856814e-06   4.62177853e-05   3.83782111e-07  
 3.72500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.37820410e-07   1.27857480e-05  -5.96905851e-05   3.24841962e-06   4.72347365e-05   3.91996444e-07  
 3.75000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.55137586e-07   1.31817167e-05  -6.04672633e-05   3.31303929e-06   4.85605143e-05   4.01329749e-07  
 3.77500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.72787899e-07   1.35859313e-05  -6.12409650e-05   3.35062445e-06   4.93344817e-05   4.09434301e-07  
 3.80000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.90792534e-07   1.39989549e-05  -6.20116902e-05   3.41361306e-06   5.06319286e-05   4.19338333e-07  
 3.82500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   7.09153929e-07   1.44207973e-05  -6.27794450e-05   3.45235516e-06   5.14435315e-05   4.28188736e-07  
 3.85000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   7.27888481e-07   1.48518903e-05  -6.35442203e-05   3.51840408e-06   5.28090960e-05   4.39098634e-07  
 3.87500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   7.47014007e-07   1.52925833e-05  -6.43059887e-05   3.57157208e-06   5.39085268e-05   4.49635339e-07  
 3.90000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   7.66559880e-07   1.57436190e-05  -6.50647101e-05   3.62618265e-06   5.50573801e-05   4.60807451e-07  
 3.92500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   7.86528570e-07   1.62050049e-05  -6.58203213e-05   3.68379071e-06   5.62515628e-05   4.72668328e-07  
 3.95000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   8.06958069e-07   1.66776840e-05  -6.65727029e-05   3.74059467e-06   5.74398892e-05   4.85068441e-07  
 3.97500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   8.27863912e-07   1.71620196e-05  -6.73217324e-05   3.80741074e-06   5.88283099e-05   4.98821758e-07  
 4.00000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   8.49274612e-07   1.76587626e-05  -6.80672077e-05   3.86601872e-06   6.00684648e-05   5.12742156e-07  
 4.02500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   8.71221889e-07   1.81686981e-05  -6.88088807e-05   3.93192659e-06   6.14533333e-05   5.27947720e-07  
 4.05000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   8.93733022e-07   1.86925346e-05  -6.95464352e-05   3.97488984e-06   6.23850761e-05   5.42214497e-07  
 4.07500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   9.16840443e-07   1.92310969e-05  -7.02794838e-05   4.05166305e-06   6.39976620e-05   5.59953200e-07  
 4.10000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   9.40570236e-07   1.97850950e-05  -7.10075489e-05   4.12283121e-06   6.54956070e-05   5.78176045e-07  
 4.12500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   9.64961645e-07   2.03555027e-05  -7.17300425e-05   4.18459921e-06   6.68198982e-05   5.96628050e-07  
 4.15000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   9.90049545e-07   2.09432119e-05  -7.24462938e-05   4.23178322e-06   6.78671896e-05   6.14811779e-07  
 4.17500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.01585868e-06   2.15489063e-05  -7.31554820e-05   4.30532556e-06   6.94259049e-05   6.36223726e-07  
 4.20000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.04244320e-06   2.21739565e-05  -7.38566665e-05   4.37954996e-06   7.10376867e-05   6.58946675e-07  
 4.22500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.06981710e-06   2.28187670e-05  -7.45487749e-05   4.45497073e-06   7.26608665e-05   6.82813990e-07  
 4.25000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.09801282e-06   2.34842064e-05  -7.52305959e-05   4.52134336e-06   7.41140868e-05   7.06921816e-07  
 4.27500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.12707186e-06   2.41713266e-05  -7.59007213e-05   4.59857964e-06   7.58013489e-05   7.33244415e-07  
 4.30000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.15701727e-06   2.48807893e-05  -7.65576210e-05   4.68579643e-06   7.76937675e-05   7.61801077e-07  
 4.32500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.18786192e-06   2.56129427e-05  -7.71996066e-05   4.75666520e-06   7.92633924e-05   7.89607856e-07  
 4.35000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.21963906e-06   2.63686502e-05  -7.78248052e-05   4.84206179e-06   8.11400782e-05   8.20161778e-07  
 4.37500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.25236268e-06   2.71483283e-05  -7.84312227e-05   4.92901898e-06   8.30601798e-05   8.51948224e-07  
 4.40000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.28604467e-06   2.79523147e-05  -7.90166941e-05   5.01627231e-06   8.49973776e-05   8.84758807e-07  
 4.42500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.32070269e-06   2.87811305e-05  -7.95789556e-05   5.10473956e-06   8.69800196e-05   9.18689759e-07  
 4.45000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.35632389e-06   2.96344732e-05  -8.01156183e-05   5.20544963e-06   8.92008551e-05   9.54961087e-07  
 4.47500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.39291527e-06   3.05125942e-05  -8.06242263e-05   5.30022723e-06   9.13317311e-05   9.91292696e-07  
 4.50000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.43046207e-06   3.14151263e-05  -8.11022781e-05   5.38795737e-06   9.33268310e-05   1.02716931e-06  
 4.52500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.46895362e-06   3.23418068e-05  -8.15472298e-05   5.48188579e-06   9.54533839e-05   1.06428190e-06  
 4.55000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.50838356e-06   3.32925025e-05  -8.19565771e-05   5.59688418e-06   9.80312612e-05   1.10505651e-06  
 4.57500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.54870512e-06   3.42660292e-05  -8.23278651e-05   5.69882688e-06   1.00338064e-04   1.14389299e-06  
 4.60000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.58989737e-06   3.52618349e-05  -8.26587140e-05   5.79679980e-06   1.02590637e-04   1.18217384e-06  
 4.62500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.63192536e-06   3.62790746e-05  -8.29468798e-05   5.91886205e-06   1.05337343e-04   1.22418942e-06  
 4.65000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.67474073e-06   3.73164692e-05  -8.31902825e-05   6.03009598e-06   1.07872826e-04   1.26407549e-06  
 4.67500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.71829752e-06   3.83728354e-05  -8.33870171e-05   6.14103618e-06   1.10420709e-04   1.30342865e-06  
 4.70000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.76253683e-06   3.94466533e-05  -8.35354477e-05   6.27230180e-06   1.13368152e-04   1.34541223e-06  
 4.72500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.80740643e-06   4.05365375e-05  -8.36341252e-05   6.39074817e-06   1.16084549e-04   1.38440225e-06  
 4.75000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.85284245e-06   4.16408284e-05  -8.36819017e-05   6.49232491e-06   1.18476586e-04   1.41928143e-06  
 4.77500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.89877536e-06   4.27577356e-05  -8.36778817e-05   6.62434507e-06   1.21478569e-04   1.45816542e-06  
 4.80000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.94512846e-06   4.38852427e-05  -8.36214592e-05   6.75534578e-06   1.24458043e-04   1.49527127e-06  
 4.82500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   1.99184032e-06   4.50217009e-05  -8.35123034e-05   6.87749954e-06   1.27276179e-04   1.52916252e-06  
 4.85000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.03883814e-06   4.61652327e-05  -8.33503550e-05   7.00785220e-06   1.30273280e-04   1.56273414e-06  
 4.87500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.08603949e-06   4.73136536e-05  -8.31358284e-05   7.13183255e-06   1.33134941e-04   1.59299552e-06  
 4.90000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.13336657e-06   4.84648955e-05  -8.28691923e-05   7.26173398e-06   1.36114188e-04   1.62212585e-06  
 4.92500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.18075164e-06   4.96171603e-05  -8.25511389e-05   7.38713630e-06   1.39010539e-04   1.64821170e-06  
 4.95000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.22812497e-06   5.07685706e-05  -8.21825771e-05   7.51481813e-06   1.41959477e-04   1.67241952e-06  
 4.97500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.27541723e-06   5.19172964e-05  -8.17646163e-05   7.64205983e-06   1.44897603e-04   1.69414883e-06  
 5.00000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.32256083e-06   5.30615494e-05  -8.12985332e-05   7.78028507e-06   1.48044614e-04   1.71541691e-06  
 5.02500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.36949468e-06   5.41996601e-05  -8.07857501e-05   7.89386931e-06   1.50701417e-04   1.72994775e-06  
 5.05000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.41616521e-06   5.53302094e-05  -8.02278291e-05   8.02282964e-06   1.53658138e-04   1.74499283e-06  
 5.07500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.46251882e-06   5.64517495e-05  -7.96264292e-05   8.15112921e-06   1.56596038e-04   1.75780668e-06  
 5.10000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.50852280e-06   5.75633609e-05  -7.89832974e-05   8.28198923e-06   1.59577867e-04   1.76913181e-06  
 5.12500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.55413738e-06   5.86639496e-05  -7.83002574e-05   8.39556354e-06   1.62207470e-04   1.77578432e-06  
 5.15000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.59933810e-06   5.97528065e-05  -7.75791708e-05   8.52104482e-06   1.65066767e-04   1.78308789e-06  
 5.17500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.64410723e-06   6.08294141e-05  -7.68219355e-05   8.64074035e-06   1.67798223e-04   1.78828693e-06  
 5.20000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.68843742e-06   6.18935118e-05  -7.60304730e-05   8.76183465e-06   1.70550550e-04   1.79301697e-06  
 5.22500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.73232656e-06   6.29449905e-05  -7.52066972e-05   8.87074974e-06   1.73048599e-04   1.79540246e-06  
 5.25000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.77579156e-06   6.39842201e-05  -7.43525104e-05   8.98336440e-06   1.75618704e-04   1.79855498e-06  
 5.27500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.81884282e-06   6.50114516e-05  -7.34698072e-05   9.09771767e-06   1.78204395e-04   1.80242974e-06  
 5.30000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.86150654e-06   6.60272399e-05  -7.25604203e-05   9.20185216e-06   1.80573795e-04   1.80566332e-06  
 5.32500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.90382654e-06   6.70327449e-05  -7.16261401e-05   9.30703667e-06   1.82964430e-04   1.81060279e-06  
 5.35000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.94583968e-06   6.80288676e-05  -7.06686805e-05   9.41564114e-06   1.85409731e-04   1.81793246e-06  
 5.37500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   2.98760014e-06   6.90169845e-05  -6.96896912e-05   9.50945094e-06   1.87558683e-04   1.82544334e-06  
 5.40000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.02916301e-06   6.99984892e-05  -6.86907285e-05   9.59800642e-06   1.89590688e-04   1.83494454e-06  
 5.42500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.07059241e-06   7.09750626e-05  -6.76732546e-05   9.71561653e-06   1.92197600e-04   1.85200787e-06  
 5.45000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.11195367e-06   7.19483638e-05  -6.66386237e-05   9.79624366e-06   1.94063284e-04   1.86720992e-06  
 5.47500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.15331995e-06   7.29202861e-05  -6.55880797e-05   9.90555301e-06   1.96488851e-04   1.89056475e-06  
 5.50000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.19477481e-06   7.38929873e-05  -6.45227395e-05   9.98784635e-06   1.98389037e-04   1.91432860e-06  
 5.52500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.23638953e-06   7.48683270e-05  -6.34436071e-05   1.00874855e-05   2.00626601e-04   1.94518889e-06  
 5.55000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.27824389e-06   7.58483743e-05  -6.23515444e-05   1.01759777e-05   2.02638798e-04   1.97913117e-06  
 5.57500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.32042272e-06   7.68353634e-05  -6.12472907e-05   1.02809030e-05   2.04985607e-04   2.02062164e-06  
 5.60000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.36300043e-06   7.78312595e-05  -6.01314484e-05   1.03755477e-05   2.07132116e-04   2.06570060e-06  
 5.62500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.40605330e-06   7.88380550e-05  -5.90044857e-05   1.04729444e-05   2.09331319e-04   2.11635461e-06  
 5.65000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.44966114e-06   7.98578961e-05  -5.78667544e-05   1.05619972e-05   2.11380051e-04   2.17102548e-06  
 5.67500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.49388988e-06   8.08925389e-05  -5.67184754e-05   1.06564344e-05   2.13540965e-04   2.23172347e-06  
 5.70000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.53880427e-06   8.19436957e-05  -5.55597483e-05   1.07481041e-05   2.15647422e-04   2.29700366e-06  
 5.72500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.58446802e-06   8.30131153e-05  -5.43905606e-05   1.08596384e-05   2.18164449e-04   2.37071660e-06  
 5.75000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.63093922e-06   8.41023539e-05  -5.32107788e-05   1.09550443e-05   2.20379240e-04   2.44658536e-06  
 5.77500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.67825041e-06   8.52123753e-05  -5.20202035e-05   1.10490129e-05   2.22564593e-04   2.52663531e-06  
 5.80000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.72645217e-06   8.63445642e-05  -5.08185014e-05   1.11591218e-05   2.25092088e-04   2.61401273e-06  
 5.82500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.77556817e-06   8.74996525e-05  -4.96052937e-05   1.12635653e-05   2.27512405e-04   2.70425827e-06  
 5.85000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.82562024e-06   8.86782932e-05  -4.83801305e-05   1.13752197e-05   2.30091221e-04   2.79952313e-06  
 5.87500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.87662326e-06   8.98809951e-05  -4.71424857e-05   1.14828923e-05   2.32612251e-04   2.89727489e-06  
 5.90000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.92857366e-06   9.11077589e-05  -4.58918102e-05   1.15999576e-05   2.35324180e-04   2.99959206e-06  
 5.92500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   3.98147404e-06   9.23587668e-05  -4.46274899e-05   1.17169038e-05   2.38063124e-04   3.10434090e-06  
 5.95000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.03530416e-06   9.36336303e-05  -4.33488937e-05   1.18381196e-05   2.40893438e-04   3.21167259e-06  
 5.97500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.09003490e-06   9.49317062e-05  -4.20554031e-05   1.19482412e-05   2.43517422e-04   3.31769167e-06  
 6.00000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.14562739e-06   9.62521355e-05  -4.07463827e-05   1.20769194e-05   2.46520697e-04   3.42842177e-06  
 6.02500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.20204437e-06   9.75940510e-05  -3.94212027e-05   1.21983656e-05   2.49401083e-04   3.53758560e-06  
 6.05000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.25923067e-06   9.89561843e-05  -3.80792619e-05   1.23254397e-05   2.52406501e-04   3.64742685e-06  
 6.07500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.31711777e-06   1.00336846e-04  -3.67200216e-05   1.24472936e-05   2.55313542e-04   3.75462788e-06  
 6.10000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.37564634e-06   1.01734652e-04  -3.53429170e-05   1.25804734e-05   2.58467992e-04   3.86281416e-06  
 6.12500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.43473313e-06   1.03147550e-04  -3.39474760e-05   1.27112308e-05   2.61575813e-04   3.96775384e-06  
 6.15000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.49428556e-06   1.04573281e-04  -3.25332774e-05   1.28381880e-05   2.64609736e-04   4.06834149e-06  
 6.17500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.55423050e-06   1.06010038e-04  -3.10999276e-05   1.29726059e-05   2.67817450e-04   4.16728610e-06  
 6.20000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.61446413e-06   1.07455270e-04  -2.96471517e-05   1.31089431e-05   2.71058402e-04   4.26214535e-06  
 6.22500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.67489201e-06   1.08906636e-04  -2.81746973e-05   1.32424935e-05   2.74257634e-04   4.35134174e-06  
 6.25000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.73540682e-06   1.10361509e-04  -2.66824312e-05   1.33649196e-05   2.77239717e-04   4.43194442e-06  
 6.27500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.79589817e-06   1.11817051e-04  -2.51702867e-05   1.34884169e-05   2.80236568e-04   4.50653581e-06  
 6.30000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.85626333e-06   1.13270725e-04  -2.36382445e-05   1.36164755e-05   2.83320651e-04   4.57564498e-06  
 6.32500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.91640066e-06   1.14719959e-04  -2.20863955e-05   1.37627339e-05   2.86781537e-04   4.64291823e-06  
 6.35000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   4.97619579e-06   1.16161859e-04  -2.05148951e-05   1.38829281e-05   2.89714090e-04   4.69547224e-06  
 6.37500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.03553996e-06   1.17593688e-04  -1.89239689e-05   1.40062253e-05   2.92708727e-04   4.74112681e-06  
 6.40000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.09432570e-06   1.19012727e-04  -1.73139148e-05   1.41450854e-05   2.96004999e-04   4.78291059e-06  
 6.42500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.15245055e-06   1.20416365e-04  -1.56850884e-05   1.42696968e-05   2.99013640e-04   4.81242017e-06  
 6.45000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.20980217e-06   1.21801724e-04  -1.40379120e-05   1.43850241e-05   3.01820601e-04   4.83067319e-06  
 6.47500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.26628774e-06   1.23166405e-04  -1.23728372e-05   1.44976517e-05   3.04573831e-04   4.83965645e-06  
 6.50000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.32181485e-06   1.24508011e-04  -1.06903699e-05   1.46133824e-05   3.07387943e-04   4.84083237e-06  
 6.52500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.37628350e-06   1.25823960e-04  -8.99106848e-06   1.47232882e-05   3.10061041e-04   4.83133706e-06  
 6.55000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.42961617e-06   1.27112232e-04  -7.27550660e-06   1.48408872e-05   3.12893949e-04   4.81519358e-06  
 6.57500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.48171525e-06   1.28370319e-04  -5.54429715e-06   1.49425090e-05   3.15385465e-04   4.78585713e-06  
 6.60000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.53248828e-06   1.29595822e-04  -3.79806185e-06   1.50308288e-05   3.17592648e-04   4.74425370e-06  
 6.62500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.58187533e-06   1.30787154e-04  -2.03742296e-06   1.51309508e-05   3.20035478e-04   4.69710351e-06  
 6.65000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.62979688e-06   1.31942235e-04  -2.63015578e-07   1.52344832e-05   3.22533059e-04   4.64205630e-06  
 6.67500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.67617759e-06   1.33059074e-04   1.52453376e-06   1.53144236e-05   3.24545738e-04   4.57273952e-06  
 6.70000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.72094784e-06   1.34135795e-04   3.32456713e-06   1.53955975e-05   3.26570292e-04   4.49524976e-06  
 6.72500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.76405329e-06   1.35170893e-04   5.13650185e-06   1.54924001e-05   3.28900413e-04   4.41272052e-06  
 6.75000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.80541236e-06   1.36162208e-04   6.95975457e-06   1.55631876e-05   3.30691241e-04   4.31585389e-06  
 6.77500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.84498666e-06   1.37108609e-04   8.79375302e-06   1.56443728e-05   3.32700982e-04   4.21306489e-06  
 6.80000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.88271724e-06   1.38008557e-04   1.06379239e-05   1.57206798e-05   3.34614766e-04   4.10069746e-06  
 6.82500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.91852439e-06   1.38859971e-04   1.24917647e-05   1.57881715e-05   3.36328942e-04   3.97756897e-06  
 6.85000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.95235148e-06   1.39661328e-04   1.43547585e-05   1.58588034e-05   3.38101207e-04   3.84604782e-06  
 6.87500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   5.98412078e-06   1.40410605e-04   1.62264435e-05   1.59296895e-05   3.39864921e-04   3.70516948e-06  
 6.90000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.01376613e-06   1.41106064e-04   1.81063194e-05   1.59878629e-05   3.41368102e-04   3.55283408e-06  
 6.92500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.04122926e-06   1.41746135e-04   1.99937867e-05   1.60568205e-05   3.43093210e-04   3.39276782e-06  
 6.95000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.06643082e-06   1.42328839e-04   2.18883515e-05   1.61121688e-05   3.44549094e-04   3.22030424e-06  
 6.97500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.08924611e-06   1.42851017e-04   2.37892714e-05   1.61630369e-05   3.45853716e-04   3.03654273e-06  
 7.00000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.10960486e-06   1.43310748e-04   2.56959168e-05   1.62044010e-05   3.46970314e-04   2.84061646e-06  
 7.02500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.12741867e-06   1.43705739e-04   2.76075397e-05   1.62569115e-05   3.48295679e-04   2.63504568e-06  
 7.05000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.14260135e-06   1.44033721e-04   2.95232337e-05   1.62949170e-05   3.49311722e-04   2.41807190e-06  
 7.07500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.15508753e-06   1.44292975e-04   3.14421508e-05   1.63195102e-05   3.50079819e-04   2.18746333e-06  
 7.10000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.16471313e-06   1.44479363e-04   3.33631323e-05   1.63318395e-05   3.50491877e-04   1.94523492e-06  
 7.12500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.17142375e-06   1.44591217e-04   3.52849165e-05   1.63562856e-05   3.51131767e-04   1.69432440e-06  
 7.15000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.17503779e-06   1.44623979e-04   3.72059564e-05   1.63377801e-05   3.50786781e-04   1.43297167e-06  
 7.17500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.17552275e-06   1.44576692e-04   3.91243646e-05   1.63147953e-05   3.50363197e-04   1.16489750e-06  
 7.20000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.17290396e-06   1.44449726e-04   4.10380145e-05   1.63107283e-05   3.50390773e-04   8.91169631e-07  
 7.22500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.16676538e-06   1.44233051e-04   4.29444084e-05   1.62288469e-05   3.48460273e-04   6.13636685e-07  
 7.25000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.15728142e-06   1.43930556e-04   4.48410348e-05   1.61600065e-05   3.46972212e-04   3.34454323e-07  
 7.27500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.14443587e-06   1.43541633e-04   4.67251868e-05   1.61131559e-05   3.45935251e-04   5.34999576e-08  
 7.30000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.12825946e-06   1.43066983e-04   4.85941719e-05   1.60767956e-05   3.45140128e-04  -2.27456918e-07  
 7.32500000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.10872729e-06   1.42505950e-04   5.04453009e-05   1.60114434e-05   3.43720863e-04  -5.04822795e-07  
 7.35000000e-03   1.96167081e-04   4.99235197e-03   2.46875000e-02   6.08586519e-06   1.41859254e-04   5.22759257e-05   1.59442928e-05   3.42246726e-04  -7.79674450e-07  
