TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
   220       7   1.84139560e-05   3.54586940e-02  
   220       8   1.11836819e-05   1.09742293e-02  
   220       9   8.62562042e-06   1.61119336e-02  
   220      10   4.35220535e-06   1.31729592e-03  
   220      11   2.68138472e-06   4.48155807e-04  
   220      12   1.43859914e-06   3.67121494e-04  
   220      13   7.65909751e-07   6.98532703e-04  
   221       1   1.70028826e-02   9.94719040e-01  
   221       2   4.50358530e-03   2.09751102e-01  
   221       3   1.11366376e-04   2.91453761e-01  
   221       4   9.83719873e-05   1.47332907e-01  
   221       5   4.32995453e-05   6.69417717e-02  
   221       6   2.75479160e-05   4.87286315e-02  
   221       7   1.54875197e-05   2.44366221e-02  
   221       8   9.41384662e-06   7.63775809e-03  
   221       9   5.34540119e-06   4.97170115e-03  
   221      10   2.95520259e-06   1.84655752e-03  
   221      11   1.59307312e-06   7.51968160e-04  
   221      12   8.74511920e-07   3.28876964e-04  
   222       1   1.71612498e-02   9.94878393e-01  
   222       2   4.57686615e-03   1.42764641e-01  
   222       3   1.31867405e-04   3.84914538e-01  
   222       4   1.31856246e-04   3.34972619e-01  
   222       5   6.77366777e-05   2.29540054e-01  
   222       6   4.91170255e-05   1.07883626e-01  
   222       7   2.43212369e-05   9.06467474e-02  
   222       8   1.70951201e-05   1.23946255e-02  
   222       9   1.03893016e-05   1.62241120e-02  
   222      10   6.18176980e-06   5.47005536e-03  
   222      11   3.57974694e-06   3.95849507e-03  
   222      12   2.20044866e-06   1.94463713e-03  
   222      13   1.32549768e-06   2.98215682e-04  
   222      14   7.26054319e-07   6.63644212e-04  
   223       1   1.73178267e-02   9.95059253e-01  
   223       2   4.68519336e-03   1.39139214e-01  
   223       3   9.94792814e-05   5.52797052e-01  
   223       4   1.17753913e-04   4.93203330e-01  
   223       5   7.44755383e-05   2.13464807e-01  
   223       6   4.82750956e-05   8.69410400e-02  
   223       7   2.65019025e-05   6.08939333e-02  
   223       8   1.60558748e-05   5.54039377e-03  
   223       9   8.96687262e-06   3.31740810e-03  
   223      10   6.17439882e-06   4.18370229e-03  
   223      11   3.50328969e-06   2.12464841e-03  
   223      12   2.00233919e-06   1.35812252e-03  
   223      13   1.03885118e-06   1.07193350e-03  
   223      14   5.94608128e-07   2.04982695e-04  
   224       1   1.74755469e-02   9.95233042e-01  
   224       2   4.49238946e-03   1.18799396e-01  
   224       3   1.52852999e-04   1.36743323e+00  
   224       4   2.02798855e-04   1.33069269e+00  
   224       5   1.86684861e-04   6.80602373e-01  
   224       6   1.39530076e-04   2.61863553e-01  
   224       7   6.71137804e-05   1.89038198e-01  
   224       8   4.18685383e-05   5.57290519e-02  
   224       9   2.12512231e-05   3.28552116e-02  
   224      10   1.25998143e-05   8.75212555e-03  
   224      11   7.10657520e-06   5.07596701e-03  
   224      12   4.70848358e-06   1.12002930e-03  
   224      13   2.82362439e-06   1.34795668e-03  
   224      14   1.74863433e-06   5.01133137e-04  
   224      15   1.03013749e-06   2.26412331e-04  
   224      16   5.35748359e-07   2.61626776e-04  
   225       1   1.76336443e-02   9.95418328e-01  
   225       2   4.52297018e-03   5.39576527e-01  
   225       3   4.78493295e-04   3.39007001e-01  
   225       4   3.30673897e-04   8.62576884e-02  
   225       5   1.56070724e-04   1.77478116e-01  
   225       6   8.03313508e-05   1.07651161e-02  
   225       7   3.93904623e-05   5.85021378e-02  
   225       8   2.26539195e-05   2.32335500e-03  
   225       9   1.34544908e-05   1.72742672e-02  
   225      10   6.93657542e-06   3.43872031e-03  
   225      11   4.51943143e-06   5.02118036e-03  
   225      12   2.59638016e-06   6.79657233e-04  
   225      13   1.55123717e-06   7.18801130e-04  
   225      14   9.56635203e-07   5.01246137e-04  
   226       1   1.77890961e-02   9.95617289e-01  
   226       2   4.50278039e-03   3.13597351e-01  
   226       3   1.70978199e-04   1.11352396e-01  
   226       4   1.33069697e-04   4.37592827e-02  
   226       5   6.33680466e-05   6.48201275e-02  
   226       6   4.10289875e-05   3.17470357e-02  
   226       7   2.75817691e-05   4.40601587e-02  
   226       8   1.75209414e-05   1.31706049e-02  
   226       9   1.06055626e-05   9.34149273e-03  
   226      10   5.97769774e-06   3.73695232e-03  
   226      11   3.31776844e-06   7.97946855e-04  
   226      12   1.85635914e-06   1.35508600e-03  
   226      13   1.06601724e-06   2.74896355e-04  
   226      14   5.52700620e-07   1.13360583e-04  
   227       1   1.79453345e-02   9.95822585e-01  
   227       2   4.50171658e-03   4.24954986e-01  
   227       3   2.52789568e-04   4.79568945e-01  
   227       4   1.89011282e-04   2.36091176e-01  
   227       5   1.05575857e-04   6.88646329e-02  
   227       6   6.66397310e-05   6.42172667e-02  
   227       7   3.41491198e-05   5.49286666e-02  
   227       8   1.77978060e-05   1.27370857e-02  
   227       9   1.21026494e-05   2.02700341e-03  
   227      10   6.18306802e-06   3.16832276e-03  
   227      11   3.78046803e-06   9.30283977e-04  
   227      12   2.16072739e-06   3.58816602e-03  
   227      13   1.13842265e-06   3.34399145e-04  
   227      14   7.27193164e-07   3.47830901e-04  
   228       1   1.81012796e-02   9.96028514e-01  
   228       2   9.53488556e-05   3.19110463e-02  
   228       3   6.68687750e-05   5.07534324e-02  
   228       4   4.17323834e-05   6.30197551e-03  
   228       5   1.55317644e-05   5.35491102e-03  
   228       6   8.80971896e-06   2.02338169e-03  
   228       7   4.82073862e-06   1.96520775e-03  
   228       8   3.04062165e-06   1.87850410e-03  
   228       9   1.86647906e-06   1.07405400e-03  
   228      10   9.86551558e-07   1.33947106e-03  
   228      11   5.69436901e-07   6.81058364e-04  
   229       1   1.82539004e-02   9.96250114e-01  
   229       2   4.53324708e-03   5.13830134e-01  
   229       3   3.12590539e-04   3.67408700e-01  
   229       4   2.35253679e-04   5.80632282e-02  
   229       5   9.11159673e-05   7.31833400e-02  
   229       6   6.53731378e-05   2.47931271e-02  
   229       7   3.10438684e-05   3.08852873e-02  
   229       8   1.87798875e-05   1.15206746e-02  
   229       9   1.15683344e-05   1.76958156e-02  
   229      10   6.10448883e-06   6.87134238e-03  
   229      11   3.51415054e-06   1.88475504e-03  
   229      12   2.17634112e-06   1.40414057e-03  
   229      13   1.37493441e-06   2.72964567e-04  
   229      14   5.97905942e-07   3.61609227e-04  
   230       1   1.84065771e-02   9.96460682e-01  
   230       2   1.33363102e-04   2.09438404e-01  
   230       3   1.76115707e-04   6.16209916e-02  
   230       4   4.54739919e-05   1.13394762e-01  
   230       5   2.82692515e-05   3.71504911e-02  
   230       6   2.23278942e-05   2.16472295e-02  
   230       7   1.27774669e-05   4.51122390e-03  
   230       8   5.45891941e-06   5.19975558e-03  
   230       9   3.67909968e-06   9.10704565e-04  
   230      10   1.74468767e-06   8.62226860e-04  
   230      11   8.61129546e-07   1.90721248e-04  
   231       1   1.85566292e-02   9.96691234e-01  
   231       2   1.18180694e-04   9.84792331e-02  
   231       3   6.99144791e-05   3.48391326e-02  
   231       4   3.28186949e-05   6.16125753e-02  
   231       5   1.90450104e-05   3.33490707e-02  
   231       6   1.22061117e-05   1.75673714e-02  
   231       7   8.53260927e-06   9.10705846e-03  
   231       8   5.37478614e-06   4.49737139e-03  
   231       9   3.56245871e-06   1.83597692e-03  
   231      10   1.71950655e-06   1.26683622e-03  
   231      11   9.60388843e-07   7.78337890e-04  
   232       1   1.87037703e-02   9.96930373e-01  
   232       2   7.52159646e-05   6.01872347e-03  
   232       3   1.55429387e-05   1.42488025e-02  
   232       4   1.44737534e-05   1.48906152e-02  
   232       5   7.49400105e-06   1.16796387e-02  
   232       6   4.40835446e-06   1.49667990e-03  
   232       7   2.21948317e-06   1.06217751e-03  
   232       8   1.09965512e-06   2.41064040e-03  
   232       9   7.41618206e-07   1.12555874e-03  
   232      10   4.79101410e-07   3.60626328e-04  
   233       1   1.88509568e-02   9.97158801e-01  
   233       2   9.57502556e-05   6.52646424e-02  
   233       3   4.57234229e-05   1.98776226e-02  
   233       4   2.29052343e-05   3.21106935e-02  
   233       5   1.09462352e-05   1.16236254e-02  
   233       6   6.66317796e-06   8.66097394e-03  
   233       7   4.34191424e-06   1.63658640e-03  
   233       8   2.32669328e-06   1.28297527e-03  
   233       9   1.28691762e-06   5.88502815e-04  
   233      10   6.09186277e-07   4.09651083e-04  
   234       1   1.89931537e-02   9.97404310e-01  
   234       2   7.86420787e-05   4.94548767e-02  
   234       3   3.99004960e-05   2.00761811e-02  
   234       4   1.97147770e-05   1.78061040e-02  
   234       5   1.14193301e-05   7.61558435e-03  
   234       6   7.03793315e-06   2.34473310e-03  
   234       7   3.33798008e-06   6.29422056e-04  
   234       8   1.56304537e-06   2.19949920e-04  
   234       9   7.89537100e-07   9.58226703e-05  
   235       1   1.91335872e-02   9.97647996e-01  
   235       2   7.03363525e-05   7.96407861e-03  
   235       3   1.31297810e-05   2.95947262e-02  
   235       4   1.14657741e-05   7.74724394e-03  
   235       5   6.63992684e-06   5.02399440e-03  
   235       6   3.51809970e-06   1.41361667e-03  
   235       7   1.93147563e-06   8.49549807e-04  
   235       8   1.07825165e-06   1.11663285e-03  
   235       9   6.04398875e-07   3.70473740e-04  
   236       1   1.92701892e-02   9.97900925e-01  
   236       2   7.25825862e-05   6.78510244e-02  
   236       3   3.86811427e-05   2.82774705e-02  
   236       4   1.93129070e-05   9.16800660e-03  
   236       5   1.17167445e-05   1.96356409e-03  
   236       6   4.61857354e-06   2.23709119e-03  
   236       7   2.67126341e-06   1.09221775e-03  
   236       8   1.40407687e-06   5.22708010e-04  
   236       9   8.11808212e-07   1.00237532e-03  
   236      10   4.30386562e-07   1.06957720e-04  
   237       1   1.94045408e-02   9.98149482e-01  
   237       2   6.89205522e-05   7.48910711e-02  
   237       3   4.49072856e-05   3.53410690e-02  
   237       4   2.41173571e-05   2.49163024e-02  
   237       5   1.16143689e-05   7.54851076e-03  
   237       6   6.88280983e-06   6.58178158e-03  
   237       7   3.71547574e-06   3.05479662e-03  
   237       8   2.28687618e-06   1.86122512e-03  
   237       9   1.33314978e-06   9.53695023e-05  
   237      10   5.18010011e-07   1.93656346e-04  
   238       1   1.95338901e-02   9.98410060e-01  
   238       2   7.21142375e-05   5.83035212e-02  
   238       3   2.80309994e-05   2.37946134e-02  
   238       4   2.07356258e-05   5.35113787e-03  
   238       5   8.04458133e-06   1.57988108e-03  
   238       6   2.89469480e-06   7.12981276e-04  
   238       7   1.51451895e-06   7.19766209e-04  
   238       8   8.07030745e-07   4.63626538e-04  
   239       1   1.96606021e-02   9.98665839e-01  
   239       2   6.86373485e-05   3.58391884e-02  
   239       3   2.54287967e-05   2.05747587e-02  
   239       4   1.65837847e-05   1.13793356e-02  
   239       5   6.50225035e-06   6.57374781e-03  
   239       6   4.22957187e-06   2.64676648e-03  
   239       7   2.35481682e-06   2.40385205e-04  
   239       8   1.03253358e-06   2.52459863e-04  
   239       9   5.42694052e-07   2.95894729e-04  
   240       1   1.97825200e-02   9.98932012e-01  
   240       2   8.11640386e-05   1.17901784e-01  
   240       3   3.98665277e-05   3.42600096e-02  
   240       4   2.06373057e-05   3.44222114e-03  
   240       5   7.86401973e-06   1.36273489e-02  
   240       6   4.78825402e-06   1.76917158e-03  
   240       7   2.78306854e-06   2.87552670e-03  
   240       8   1.69710615e-06   3.88103961e-04  
   240       9   1.05375369e-06   2.44047479e-04  
   240      10   5.92522478e-07   3.73125208e-04  
   241       1   1.98999345e-02   9.99193531e-01  
   241       2   8.94654338e-05   1.48538274e-01  
   241       3   4.72667105e-05   7.93669954e-02  
   241       4   2.73529746e-05   3.65966157e-02  
   241       5   1.68435090e-05   4.40285876e-03  
   241       6   7.19531907e-06   9.88066470e-03  
   241       7   4.38704338e-06   6.04650417e-03  
   241       8   2.32430503e-06   5.43115696e-04  
   241       9   1.10155333e-06   7.48945396e-04  
   241      10   5.60625645e-07   1.62338366e-04  
   242       1   2.00125929e-02   9.99460497e-01  
   242       2   7.93759350e-05   3.10153545e-02  
   242       3   2.62427623e-05   2.89563419e-02  
   242       4   1.88768222e-05   9.37326624e-03  
   242       5   8.71690133e-06   6.10851866e-04  
   242       6   2.93798967e-06   1.05618012e-03  
   242       7   1.60360523e-06   1.15392025e-03  
   242       8   9.28450359e-07   3.11387817e-04  
   243       1   2.01209704e-02   9.99723600e-01  
   243       2   6.91420911e-05   3.00100975e-02  
   243       3   1.88204799e-05   3.77117290e-03  
   243       4   9.81614707e-06   1.38112057e-03  
   243       5   4.75609112e-06   2.76818295e-03  
   243       6   3.03574256e-06   2.47404071e-03  
   243       7   1.64794849e-06   7.62117775e-04  
   243       8   1.00840319e-06   3.69710759e-04  
   243       9   5.68373542e-07   1.20076701e-04  
   244       1   2.02224984e-02   9.99995622e-01  
   244       2   7.72762299e-05   3.75887366e-02  
   244       3   2.61124552e-05   1.32785183e-02  
   244       4   1.64510285e-05   3.10950508e-03  
   244       5   5.60510415e-06   4.58121475e-03  
   244       6   2.76886428e-06   2.97141454e-03  
   244       7   1.84675111e-06   4.04169025e-04  
   244       8   1.06254205e-06   3.76226749e-04  
   244       9   5.94624052e-07   1.65559111e-04  
   245       1   2.03189309e-02   1.00026392e+00  
   245       2   7.04089266e-05   8.47229004e-02  
   245       3   2.55341160e-05   3.69935400e-02  
   245       4   1.98947007e-05   1.04202297e-02  
   245       5   7.76153091e-06   6.03697427e-03  
   245       6   4.56920194e-06   7.53168073e-04  
   245       7   2.16532891e-06   9.38709105e-04  
   245       8   1.25817274e-06   2.05485285e-04  
   245       9   8.43204765e-07   2.79054176e-04  
   246       1   2.04096809e-02   1.00053212e+00  
   246       2   7.27546756e-05   1.92644791e-02  
   246       3   1.47960107e-05   4.63024377e-02  
   246       4   1.14091683e-05   3.98523705e-03  
   246       5   4.39796190e-06   3.16011307e-03  
   246       6   2.29144097e-06   4.65880682e-04  
   246       7   1.21240468e-06   2.13306845e-04  
   246       8   6.61360367e-07   1.26195994e-04  
   247       1   2.04950543e-02   1.00079665e+00  
   247       2   7.04904317e-05   3.89979062e-02  
   247       3   2.84153260e-05   3.11516166e-02  
   247       4   1.36803171e-05   1.14182840e-03  
   247       5   4.61262389e-06   1.94813324e-03  
   247       6   3.10668654e-06   4.73768292e-04  
   247       7   1.51354500e-06   1.75686313e-04  
   247       8   1.05820356e-06   1.03695299e-04  
   247       9   5.40665266e-07   2.30127229e-04  
   248       1   2.05733489e-02   1.00106267e+00  
   248       2   7.83022482e-05   9.22365290e-03  
   248       3   1.69817446e-05   4.14060928e-02  
   248       4   1.27147212e-05   3.39642408e-03  
   248       5   6.35693764e-06   2.96727005e-03  
   248       6   3.18982430e-06   1.65269979e-03  
   248       7   2.07441583e-06   7.30278366e-04  
   248       8   1.23289512e-06   5.38513828e-04  
   248       9   6.92475907e-07   6.40768251e-04  
   249       1   2.06454716e-02   1.00132484e+00  
   249       2   6.89250731e-05   2.65906320e-02  
   249       3   2.28869301e-05   2.79829284e-02  
   249       4   1.40496487e-05   2.21554557e-02  
   249       5   7.55426976e-06   8.17888657e-03  
   249       6   5.01072213e-06   5.73343728e-03  
   249       7   2.65902002e-06   3.84784358e-03  
   249       8   1.54560143e-06   1.15916556e-03  
   249       9   9.20433572e-07   6.65158337e-04  
   250       1   2.07103981e-02   1.00158819e+00  
   250       2   7.69295623e-05   2.59965145e-02  
   250       3   1.58339626e-05   5.39899468e-03  
   250       4   1.06612981e-05   1.05344037e-02  
   250       5   6.49025663e-06   9.74161150e-04  
   250       6   2.62637538e-06   4.63900179e-04  
   250       7   1.55246711e-06   4.31969524e-04  
   250       8   9.17381400e-07   1.88483304e-04  
   251       1   2.07683169e-02   1.00184804e+00  
   251       2   8.10477167e-05   5.59589955e-02  
   251       3   2.45256819e-05   1.05811613e-03  
   251       4   6.73849411e-06   2.84504838e-02  
   251       5   4.94283040e-06   1.17881228e-02  
   251       6   2.45327151e-06   7.64432713e-03  
   251       7   1.49214633e-06   4.60778195e-03  
   251       8   9.23355504e-07   1.99161406e-03  
   251       9   5.98348458e-07   8.30308617e-04  
   252       1   2.08191491e-02   1.00210507e+00  
   252       2   7.73884582e-05   2.98183603e-03  
   252       3   8.15697539e-06   2.15329850e-02  
   252       4   8.48736408e-06   1.94929865e-02  
   252       5   5.33562788e-06   1.04497890e-02  
   252       6   3.72299661e-06   8.43662768e-03  
   252       7   2.04191727e-06   4.52086267e-03  
   252       8   1.40648991e-06   1.96919402e-03  
   252       9   8.22097080e-07   9.22942422e-04  
   253       1   2.08633669e-02   1.00235446e+00  
   253       2   7.10420948e-05   3.17571687e-02  
   253       3   3.12161859e-05   2.19895846e-02  
   253       4   1.92607085e-05   1.28285887e-02  
   253       5   1.11913998e-05   4.20704069e-03  
   253       6   5.75881954e-06   3.53807196e-03  
   253       7   3.15126030e-06   3.60732782e-03  
   253       8   2.09796394e-06   1.00910613e-03  
   253       9   1.20111308e-06   5.00149284e-04  
   253      10   8.29500525e-07   3.22805563e-04  
   254       1   2.08992258e-02   1.00260474e+00  
   254       2   8.23261413e-05   6.82613608e-02  
   254       3   4.69743543e-05   2.80453317e-02  
   254       4   2.40496232e-05   1.68499018e-03  
   254       5   7.40165320e-06   7.92860556e-03  
   254       6   5.46431051e-06   7.29079401e-03  
   254       7   3.76608785e-06   4.28106606e-03  
   254       8   1.88765645e-06   1.90277871e-03  
   254       9   1.00480052e-06   4.28284520e-04  
   254      10   6.33139016e-07   3.44578543e-04  
   255       1   2.09280935e-02   1.00284778e+00  
   255       2   1.14367135e-04   1.37683743e-01  
   255       3   1.12672843e-04   8.32784329e-02  
   255       4   4.26974140e-05   2.35185124e-02  
   255       5   2.05040811e-05   2.35046747e-02  
   255       6   1.29511009e-05   1.12164825e-02  
   255       7   7.91399825e-06   5.53737426e-03  
   255       8   3.96568587e-06   5.22498788e-03  
   255       9   2.53726725e-06   3.29827087e-03  
   255      10   1.38918831e-06   1.37022870e-03  
   255      11   9.88439909e-07   6.83330641e-04  
   256       1   2.09491669e-02   1.00308694e+00  
   256       2   6.68307156e-05   3.05480438e-03  
   256       3   6.64393291e-06   7.16652740e-03  
   256       4   6.74806024e-06   5.61948077e-03  
   256       5   3.85039021e-06   9.87324431e-04  
   256       6   2.30213087e-06   3.04000010e-04  
   256       7   1.25460367e-06   1.06451111e-03  
   256       8   6.60185242e-07   5.20013694e-04  
   257       1   2.09630494e-02   1.00332107e+00  
   257       2   1.04907658e-04   9.24081468e-02  
   257       3   4.33690631e-05   1.08522461e-02  
   257       4   1.79899358e-05   3.47893271e-02  
   257       5   1.00075613e-05   6.35394945e-03  
   257       6   6.21427257e-06   6.55199136e-04  
   257       7   2.73043019e-06   2.97599070e-03  
   257       8   1.55710451e-06   1.14607800e-03  
   257       9   8.54635253e-07   6.15718870e-04  
   258       1   2.09672770e-02   1.00355750e+00  
   258       2   7.98484451e-05   5.91796695e-02  
   258       3   2.61264425e-05   4.74708530e-03  
   258       4   1.21925592e-05   1.15715314e-02  
   258       5   7.00204904e-06   1.04003335e-03  
   258       6   2.85692734e-06   3.56142134e-03  
   258       7   1.92596117e-06   3.64218787e-04  
   258       8   9.61785640e-07   1.26884576e-03  
   258       9   6.68620986e-07   3.62660217e-04  
   259       1   2.09649774e-02   1.00378282e+00  
   259       2   8.44548880e-05   4.61205202e-02  
   259       3   4.00449822e-05   3.60791554e-02  
   259       4   2.70762539e-05   4.36474982e-03  
   259       5   8.52232290e-06   2.13733007e-03  
   259       6   4.77695662e-06   1.67783192e-03  
   259       7   3.33466991e-06   1.38578078e-03  
   259       8   2.05353004e-06   4.25092202e-04  
   259       9   1.18834063e-06   5.50175640e-04  
   259      10   7.38402576e-07   5.80381694e-05  
   260       1   2.09550778e-02   1.00400060e+00  
   260       2   8.33525522e-05   2.47421155e-02  
   260       3   2.30999023e-05   3.15852245e-02  
   260       4   1.48145081e-05   4.57963960e-03  
   260       5   7.29005665e-06   3.06518639e-03  
   260       6   3.86654358e-06   2.66685372e-04  
   260       7   1.93137090e-06   1.58095999e-03  
   260       8   9.39077375e-07   1.11339844e-04  
   261       1   2.09377347e-02   1.00421253e+00  
   261       2   7.52581322e-05   2.15459018e-02  
   261       3   1.57420579e-05   1.55297926e-03  
   261       4   7.39106238e-06   9.62857838e-03  
   261       5   3.80331884e-06   1.85466021e-03  
   261       6   2.13724446e-06   1.48691495e-03  
   261       7   1.46141681e-06   4.65515084e-04  
   261       8   8.62176335e-07   9.90433868e-05  
   262       1   2.09118471e-02   1.00442214e+00  
   262       2   7.06216579e-05   1.03257345e-02  
   262       3   1.21686667e-05   1.13779935e-02  
   262       4   9.68333668e-06   4.98545842e-03  
   262       5   4.79693684e-06   3.92706684e-03  
   262       6   2.95562263e-06   8.60658768e-04  
   262       7   1.77491002e-06   3.61726686e-04  
   262       8   9.01105076e-07   5.24241877e-04  
   263       1   2.08785287e-02   1.00462774e+00  
   263       2   6.62531877e-05   4.15894254e-02  
   263       3   2.82310885e-05   3.94951420e-02  
   263       4   1.89860683e-05   7.36614672e-03  
   263       5   8.90266184e-06   1.99304251e-03  
   263       6   4.18531553e-06   1.86103345e-03  
   263       7   2.64908087e-06   2.83295711e-04  
   263       8   1.23511984e-06   7.75468368e-04  
   263       9   7.40783751e-07   2.97382541e-04  
   264       1   2.08383237e-02   1.00482254e+00  
   264       2   8.44337114e-05   8.14991895e-02  
   264       3   2.71965091e-05   2.58823763e-03  
   264       4   9.70796762e-06   1.23940876e-02  
   264       5   6.76132389e-06   6.42088848e-03  
   264       6   3.79458520e-06   3.90652978e-03  
   264       7   2.59847846e-06   1.83179369e-03  
   264       8   1.61507083e-06   1.17881575e-03  
   264       9   1.19286358e-06   1.21864259e-03  
   264      10   7.49986175e-07   6.07404358e-04  
   265       1   2.07914825e-02   1.00500602e+00  
   265       2   1.08805604e-04   7.03280031e-02  
   265       3   5.62650855e-05   1.79176999e-02  
   265       4   2.35461436e-05   9.87651737e-03  
   265       5   1.23336944e-05   1.37666073e-03  
   265       6   4.53882613e-06   8.25507035e-04  
   265       7   2.38743501e-06   5.26966384e-04  
   265       8   1.28940517e-06   3.15288172e-04  
   265       9   7.56953150e-07   5.85120732e-04  
   266       1   2.07384698e-02   1.00518217e+00  
   266       2   8.62654115e-05   1.22600787e-01  
   266       3   3.79226712e-05   4.43495429e-02  
   266       4   3.40376039e-05   2.00553772e-02  
   266       5   1.48963009e-05   1.54837724e-02  
   266       6   7.91002774e-06   4.82034098e-03  
   266       7   5.00079486e-06   4.34054680e-03  
   266       8   2.47211122e-06   1.12665188e-03  
   266       9   1.33096423e-06   9.65880754e-04  
   266      10   8.40675839e-07   3.38172836e-04  
   267       1   2.06744770e-02   1.00536978e+00  
   267       2   8.29754986e-05   7.79320247e-02  
   267       3   4.53484120e-05   1.20240590e-02  
   267       4   1.84077684e-05   8.88698263e-03  
   267       5   8.29281364e-06   5.27757253e-03  
   267       6   5.14939710e-06   1.28450812e-03  
   267       7   2.47322376e-06   4.97380547e-04  
   267       8   1.59856684e-06   2.30485191e-04  
   267       9   9.97682628e-07   5.00467173e-04  
   268       1   2.06062023e-02   1.00553407e+00  
   268       2   1.09899652e-04   1.66316399e-01  
   268       3   5.45554971e-05   1.98912999e-02  
   268       4   2.67798308e-05   4.66488238e-02  
   268       5   1.20102517e-05   8.35307092e-03  
   268       6   8.03267964e-06   6.10454568e-03  
   268       7   5.06518251e-06   3.29273737e-03  
   268       8   3.23598289e-06   2.90560688e-03  
   268       9   1.64066704e-06   7.31551380e-04  
   268      10   7.97701820e-07   8.85890624e-04  
   269       1   2.05309873e-02   1.00569513e+00  
   269       2   9.03224891e-05   5.99005952e-02  
   269       3   2.91581454e-05   2.56876673e-02  
   269       4   1.63478893e-05   2.12125511e-02  
   269       5   8.09494042e-06   7.19746431e-03  
   269       6   5.08348370e-06   4.80923416e-03  
   269       7   2.89369027e-06   3.35871213e-04  
   269       8   1.40120920e-06   4.47238700e-04  
   269       9   8.67418928e-07   1.89342510e-04  
   270       1   2.04487467e-02   1.00585934e+00  
   270       2   9.82791454e-05   1.43292785e-01  
   270       3   3.19990510e-05   1.22904147e-02  
   270       4   1.63039258e-05   1.29719820e-02  
   270       5   1.07804517e-05   1.25327069e-02  
   270       6   5.24530190e-06   2.66609672e-03  
   270       7   3.13207661e-06   1.63864598e-03  
   270       8   2.28433581e-06   5.92643960e-04  
   270       9   1.17085475e-06   1.66804007e-04  
   270      10   7.21626530e-07   3.92497734e-04  
   271       1   2.03613211e-02   1.00600487e+00  
   271       2   1.30973879e-04   9.77570556e-02  
   271       3   5.78184248e-05   6.21270656e-02  
   271       4   4.63423228e-05   3.01791048e-02  
   271       5   2.06374563e-05   1.12902573e-02  
   271       6   8.56729392e-06   7.18361199e-03  
   271       7   5.73617756e-06   4.78716095e-03  
   271       8   2.85362458e-06   1.43823288e-03  
   271       9   1.70241513e-06   1.20680608e-03  
   271      10   8.99992152e-07   2.19918009e-04  
   272       1   2.02678303e-02   1.00614841e+00  
   272       2   8.09537703e-05   2.44400212e-02  
   272       3   3.42109754e-05   5.18119765e-02  
   272       4   2.09732993e-05   1.07329899e-02  
   272       5   1.24363533e-05   5.71343519e-03  
   272       6   5.56090624e-06   6.70502825e-04  
   272       7   2.62972185e-06   3.63326716e-03  
   272       8   1.45031973e-06   1.08389942e-03  
   272       9   8.21588407e-07   3.16860209e-04  
   273       1   2.01676836e-02   1.00628582e+00  
   273       2   7.48249085e-05   1.74283928e-02  
   273       3   1.80593924e-05   1.91964575e-02  
   273       4   1.17570175e-05   4.30616434e-03  
   273       5   4.90047375e-06   6.00153028e-03  
   273       6   3.58547728e-06   2.33714974e-03  
   273       7   1.84120745e-06   9.42577453e-04  
   273       8   9.95908680e-07   6.50709398e-04  
   274       1   2.00633850e-02   1.00641171e+00  
   274       2   8.68196990e-05   1.30964254e-02  
   274       3   1.11954488e-05   1.76005237e-03  
   274       4   6.48649559e-06   9.70645450e-03  
   274       5   3.48196764e-06   5.42526157e-03  
   274       6   2.18513684e-06   4.22038758e-03  
   274       7   1.29288672e-06   1.05806232e-03  
   274       8   7.81322542e-07   5.38227434e-04  
   275       1   1.99535241e-02   1.00653513e+00  
   275       2   4.79607627e-03   1.28675238e-01  
   275       3   4.98142935e-04   6.72380001e-01  
   275       4   5.88445915e-04   1.09648843e+00  
   275       5   3.26633428e-04   1.54189393e+00  
   275       6   1.96876228e-04   1.05842134e+00  
   275       7   1.04827959e-04   5.91357043e-01  
   275       8   6.28053454e-05   1.86936568e-01  
   275       9   3.27500463e-05   8.05181443e-02  
   275      10   2.10372457e-05   3.60224522e-02  
   275      11   1.21568251e-05   2.69743460e-02  
   275      12   7.39114855e-06   5.33065746e-03  
   275      13   4.09273530e-06   3.94936638e-04  
   275      14   2.20732826e-06   2.79663682e-03  
   275      15   1.25647436e-06   6.57365559e-04  
   275      16   7.39360949e-07   6.06295350e-05  
   276       1   1.98382548e-02   1.00665540e+00  
   276       2   2.50898741e-03   1.19065604e-01  
   276       3   2.58184383e-04   8.03015842e-01  
   276       4   2.36329840e-04   3.20778690e-01  
   276       5   1.12718195e-04   1.88013801e-01  
   276       6   7.63841264e-05   7.43661613e-02  
   276       7   3.74990066e-05   2.51074095e-02  
   276       8   2.10562625e-05   3.74958129e-03  
   276       9   1.08599409e-05   2.01279807e-03  
   276      10   6.88911820e-06   2.45370248e-03  
   276      11   3.73702268e-06   4.55496445e-03  
   276      12   1.79130656e-06   2.86058104e-03  
   276      13   1.07364373e-06   7.53662627e-04  
   276      14   6.10470842e-07   3.62844669e-04  
   277       1   1.97189507e-02   1.00676294e+00  
   277       2   2.00931800e-03   9.45928544e-02  
   277       3   8.34429863e-05   1.40445796e-01  
   277       4   7.47529074e-05   5.47595665e-02  
   277       5   4.02126920e-05   2.36302200e-02  
   277       6   2.26786309e-05   3.07253466e-03  
